,compiler,compiler_flags,IDX0,IDX1,IDX2,IDX3,IDX4,IDX5,IDX6,IDX7,INSTRUCTIONS_RETIRED,CFG,DiscardedpapiValues,DiscardedtimeValues,DiscardedtscValues,FLOPSs,GATHER,papi,time,tsc,vgatherdps_YMM_GPR_GPR_MEM_YMM,vmovaps_YMM_GPR_GPR_MEM,vmovdqa_YMM_GPR_GPR_LABEL,SCATTER,kxnorb_GPR_GPR_GPR,vmovq_XMM_GPR,vscatterdps_IMM_YMM,vxorps_XMM_XMM_XMM,overhead_instructions,overhead_loop,SET_IDX0,SET_IDX1,SET_IDX2,SET_IDX3,SET_IDX4,SET_IDX5,SET_IDX6,SET_IDX7,CL_IDX0,CL_IDX1,CL_IDX2,CL_IDX3,CL_IDX4,CL_IDX5,CL_IDX6,CL_IDX7,N_CL,N_SETS
2647,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,6,7,0.0,-DSCATTER,0.0,0.0,0.0,156250000.00000003,0.0,7.073099999999998,6.3999999999999986e-09,13.839714285714283,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,0,0,0,1,0,3,4,0,0,0,4,4
2648,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,6,112,0.0,-DGATHER,0.0,0.0,0.0,297872340.42553186,1.0,5.073100000000001,3.3571428571428567e-09,7.133257142857143,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,0,0,7,0,1,0,3,4,0,0,7,5,5
2649,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,6,112,0.0,-DSCATTER,0.0,0.0,0.0,155555555.55555558,0.0,7.073114285714285,6.428571428571428e-09,13.7846,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,0,7,0,1,0,3,4,0,0,7,5,5
2650,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,6,234,0.0,-DGATHER,0.0,0.0,0.0,295358649.7890295,1.0,5.0731142857142855,3.385714285714286e-09,7.1077714285714295,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,0,0,6,0,1,0,3,4,0,0,14,5,5
2651,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,6,234,0.0,-DSCATTER,0.0,0.0,0.0,149892933.61884367,0.0,7.073099999999998,6.671428571428572e-09,13.93525714285714,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,0,6,0,1,0,3,4,0,0,14,5,5
2652,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,96,7,0.0,-DGATHER,0.0,0.0,0.0,294117647.0588235,1.0,5.073100000000001,3.4000000000000003e-09,7.098914285714286,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,0,6,0,0,1,0,3,4,0,6,0,5,5
2653,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,96,7,0.0,-DSCATTER,0.0,0.0,0.0,129151291.51291516,0.0,7.073099999999998,7.742857142857142e-09,13.73782857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,6,0,0,1,0,3,4,0,6,0,5,5
2654,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,96,112,0.0,-DGATHER,0.0,0.0,0.0,295358649.78902954,1.0,5.0731142857142855,3.385714285714285e-09,7.140028571428571,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,0,6,7,0,1,0,3,4,0,6,7,6,6
2655,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,96,112,0.0,-DSCATTER,0.0,0.0,0.0,125673249.55116697,0.0,7.073128571428571,7.957142857142858e-09,14.086942857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,6,7,0,1,0,3,4,0,6,7,6,6
2656,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,96,234,0.0,-DGATHER,0.0,0.0,0.0,295358649.78902954,1.0,5.0731142857142855,3.385714285714285e-09,6.903542857142858,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,0,6,6,0,1,0,3,4,0,6,14,6,5
2657,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,96,234,0.0,-DSCATTER,0.0,0.0,0.0,155555555.55555555,0.0,7.073099999999998,6.428571428571429e-09,14.125714285714286,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,6,6,0,1,0,3,4,0,6,14,6,5
2658,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,109,7,0.0,-DGATHER,0.0,0.0,0.0,284552845.52845526,1.0,5.073100000000001,3.514285714285714e-09,6.922571428571429,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,0,6,0,0,1,0,3,4,0,6,0,5,5
2659,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,109,7,0.0,-DSCATTER,0.0,0.0,0.0,156599552.57270694,0.0,7.073099999999998,6.385714285714285e-09,16.18714285714286,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,6,0,0,1,0,3,4,0,6,0,5,5
2660,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,109,112,0.0,-DGATHER,0.0,0.0,0.0,282258064.51612896,1.0,5.073100000000001,3.5428571428571434e-09,7.541199999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,0,6,7,0,1,0,3,4,0,6,7,6,6
2661,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,109,112,0.0,-DSCATTER,0.0,0.0,0.0,130111524.1635688,0.0,7.073099999999998,7.685714285714285e-09,16.62482857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,6,7,0,1,0,3,4,0,6,7,6,6
2662,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,109,234,0.0,-DGATHER,0.0,0.0,0.0,304347826.0869565,1.0,5.073100000000001,3.285714285714286e-09,6.954142857142856,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,0,6,6,0,1,0,3,4,0,6,14,6,5
2663,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,5,109,234,0.0,-DSCATTER,0.0,0.0,0.0,147058823.52941176,0.0,7.073099999999998,6.8000000000000005e-09,13.776571428571428,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,0,6,6,0,1,0,3,4,0,6,14,6,5
2664,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,6,7,0.0,-DGATHER,0.0,0.0,0.0,295358649.7890295,1.0,5.0731142857142855,3.385714285714286e-09,7.147342857142858,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,0,0,0,1,0,3,4,5,0,0,5,5
2665,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,6,7,0.0,-DSCATTER,0.0,0.0,0.0,129151291.51291516,0.0,7.073099999999998,7.742857142857142e-09,16.530685714285717,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,0,0,0,1,0,3,4,5,0,0,5,5
2666,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,6,112,0.0,-DGATHER,0.0,0.0,0.0,296610169.4915254,1.0,5.073100000000001,3.3714285714285718e-09,7.459371428571429,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,0,7,0,1,0,3,4,5,0,7,6,6
2667,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,6,112,0.0,-DSCATTER,0.0,0.0,0.0,133079847.90874526,0.0,7.073114285714285,7.514285714285714e-09,13.75002857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,0,7,0,1,0,3,4,5,0,7,6,6
2668,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,6,234,0.0,-DGATHER,0.0,0.0,0.0,296610169.4915254,1.0,5.073100000000001,3.3714285714285714e-09,7.12597142857143,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,0,6,0,1,0,3,4,5,0,14,6,6
2669,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,6,234,0.0,-DSCATTER,0.0,0.0,0.0,132325141.77693763,0.0,7.073099999999998,7.557142857142856e-09,16.21105714285714,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,0,6,0,1,0,3,4,5,0,14,6,6
2670,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,96,7,0.0,-DGATHER,0.0,0.0,0.0,295358649.78902954,1.0,5.073100000000001,3.385714285714285e-09,7.085914285714286,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,6,0,0,1,0,3,4,5,6,0,6,6
2671,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,96,7,0.0,-DSCATTER,0.0,0.0,0.0,155902004.45434302,0.0,7.073099999999998,6.414285714285713e-09,16.490114285714288,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,6,0,0,1,0,3,4,5,6,0,6,6
2672,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,96,112,0.0,-DGATHER,0.0,0.0,0.0,295358649.78902954,1.0,5.073100000000001,3.385714285714285e-09,7.145228571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,6,7,0,1,0,3,4,5,6,7,7,7
2673,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,96,112,0.0,-DSCATTER,0.0,0.0,0.0,130841121.49532712,0.0,7.073099999999998,7.642857142857143e-09,16.402742857142858,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,6,7,0,1,0,3,4,5,6,7,7,7
2674,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,96,234,0.0,-DGATHER,0.0,0.0,0.0,297872340.42553186,1.0,5.073100000000001,3.3571428571428567e-09,7.445342857142856,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,6,6,0,1,0,3,4,5,6,14,7,6
2675,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,96,234,0.0,-DSCATTER,0.0,0.0,0.0,126353790.61371844,0.0,7.073099999999998,7.914285714285713e-09,13.78665714285714,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,6,6,0,1,0,3,4,5,6,14,7,6
2676,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,109,7,0.0,-DGATHER,0.0,0.0,0.0,296610169.4915254,1.0,5.073100000000001,3.3714285714285714e-09,7.142771428571429,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,6,0,0,1,0,3,4,5,6,0,6,6
2677,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,109,7,0.0,-DSCATTER,0.0,0.0,0.0,155210643.01552108,0.0,7.073099999999998,6.442857142857142e-09,13.798314285714287,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,6,0,0,1,0,3,4,5,6,0,6,6
2678,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,109,112,0.0,-DGATHER,0.0,0.0,0.0,296610169.4915254,1.0,5.073100000000001,3.3714285714285714e-09,7.117657142857143,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,6,7,0,1,0,3,4,5,6,7,7,7
2679,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,109,112,0.0,-DSCATTER,0.0,0.0,0.0,152838427.94759825,0.0,7.073099999999998,6.5428571428571434e-09,14.390599999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,6,7,0,1,0,3,4,5,6,7,7,7
2680,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,109,234,0.0,-DGATHER,0.0,0.0,0.0,297872340.42553186,1.0,5.073100000000001,3.3571428571428567e-09,7.167371428571429,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,5,6,6,0,1,0,3,4,5,6,14,7,6
2681,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,80,109,234,0.0,-DSCATTER,0.0,0.0,0.0,130111524.1635688,0.0,7.073099999999998,7.685714285714285e-09,13.808942857142856,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,5,6,6,0,1,0,3,4,5,6,14,7,6
2682,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,6,7,0.0,-DGATHER,0.0,0.0,0.0,308370044.0528634,1.0,5.0731142857142855,3.242857142857143e-09,7.1482285714285725,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,0,0,0,1,0,3,4,1,0,0,4,4
2683,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,6,7,0.0,-DSCATTER,0.0,0.0,0.0,130841121.49532712,0.0,7.073114285714285,7.642857142857143e-09,13.748171428571428,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,0,0,0,1,0,3,4,1,0,0,4,4
2684,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,6,112,0.0,-DGATHER,0.0,0.0,0.0,296610169.4915254,1.0,5.073100000000001,3.3714285714285714e-09,7.1072,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,0,7,0,1,0,3,4,1,0,7,5,5
2685,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,6,112,0.0,-DSCATTER,0.0,0.0,0.0,112000000.0,0.0,7.073099999999998,8.928571428571431e-09,16.447200000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,0,7,0,1,0,3,4,1,0,7,5,5
2686,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,6,234,0.0,-DGATHER,0.0,0.0,0.0,282258064.51612896,1.0,5.073100000000001,3.5428571428571434e-09,7.072657142857143,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,0,6,0,1,0,3,4,1,0,14,5,5
2687,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,6,234,0.0,-DSCATTER,0.0,0.0,0.0,151843817.78741866,0.0,7.073099999999998,6.585714285714285e-09,13.695142857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,0,6,0,1,0,3,4,1,0,14,5,5
2688,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,96,7,0.0,-DGATHER,0.0,0.0,0.0,303030303.03030306,1.0,5.073100000000001,3.2999999999999998e-09,7.081571428571428,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,6,0,0,1,0,3,4,1,6,0,5,5
2689,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,96,7,0.0,-DSCATTER,0.0,0.0,0.0,152173913.0434783,0.0,7.073099999999998,6.5714285714285694e-09,13.690714285714288,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,6,0,0,1,0,3,4,1,6,0,5,5
2690,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,96,112,0.0,-DGATHER,0.0,0.0,0.0,295358649.78902954,1.0,5.0731142857142855,3.385714285714285e-09,7.096885714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,6,7,0,1,0,3,4,1,6,7,6,6
2691,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,96,112,0.0,-DSCATTER,0.0,0.0,0.0,114379084.96732023,0.0,7.073099999999998,8.742857142857144e-09,16.110685714285715,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,6,7,0,1,0,3,4,1,6,7,6,6
2692,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,96,234,0.0,-DGATHER,0.0,0.0,0.0,295358649.78902954,1.0,5.073100000000001,3.385714285714285e-09,7.1708,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,6,6,0,1,0,3,4,1,6,14,6,5
2693,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,96,234,0.0,-DSCATTER,0.0,0.0,0.0,154867256.63716814,0.0,7.073099999999998,6.457142857142857e-09,13.762428571428572,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,6,6,0,1,0,3,4,1,6,14,6,5
2694,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,109,7,0.0,-DGATHER,0.0,0.0,0.0,308370044.0528635,1.0,5.073100000000001,3.242857142857142e-09,7.3822,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,6,0,0,1,0,3,4,1,6,0,5,5
2695,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,109,7,0.0,-DSCATTER,0.0,0.0,0.0,131578947.36842103,0.0,7.073099999999998,7.6e-09,14.043342857142855,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,6,0,0,1,0,3,4,1,6,0,5,5
2696,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,109,112,0.0,-DGATHER,0.0,0.0,0.0,294117647.0588235,1.0,5.0731142857142855,3.4000000000000003e-09,7.122028571428571,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,6,7,0,1,0,3,4,1,6,7,6,6
2697,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,109,112,0.0,-DSCATTER,0.0,0.0,0.0,124555160.14234877,0.0,7.073099999999998,8.028571428571428e-09,13.726571428571429,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,6,7,0,1,0,3,4,1,6,7,6,6
2698,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,109,234,0.0,-DGATHER,0.0,0.0,0.0,297872340.42553186,1.0,5.073100000000001,3.3571428571428567e-09,7.447228571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,4,1,6,6,0,1,0,3,4,1,6,14,6,5
2699,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,64,19,109,234,0.0,-DSCATTER,0.0,0.0,0.0,155555555.55555558,0.0,7.073099999999998,6.428571428571428e-09,13.956514285714286,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,4,1,6,6,0,1,0,3,4,1,6,14,6,5
2700,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,6,7,0.0,-DGATHER,0.0,0.0,0.0,294117647.0588235,1.0,5.073100000000001,3.4000000000000003e-09,7.151285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,0,0,0,1,0,3,0,0,0,0,3,3
2701,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,6,7,0.0,-DSCATTER,0.0,0.0,0.0,213414634.14634144,0.0,7.073099999999998,4.685714285714286e-09,10.603914285714286,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,0,0,0,1,0,3,0,0,0,0,3,3
2702,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,6,112,0.0,-DGATHER,0.0,0.0,0.0,296610169.4915254,1.0,5.073100000000001,3.3714285714285718e-09,6.932542857142857,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,0,7,0,1,0,3,0,0,0,7,4,4
2703,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,6,112,0.0,-DSCATTER,0.0,0.0,0.0,212121212.1212121,0.0,7.073099999999998,4.714285714285714e-09,10.886114285714283,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,0,7,0,1,0,3,0,0,0,7,4,4
2704,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,6,234,0.0,-DGATHER,0.0,0.0,0.0,297872340.42553186,1.0,5.073100000000001,3.3571428571428567e-09,7.0897428571428565,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,0,6,0,1,0,3,0,0,0,14,4,4
2705,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,6,234,0.0,-DSCATTER,0.0,0.0,0.0,219435736.677116,0.0,7.073099999999998,4.5571428571428575e-09,10.584885714285717,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,0,6,0,1,0,3,0,0,0,14,4,4
2706,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,96,7,0.0,-DGATHER,0.0,0.0,0.0,294117647.0588235,1.0,5.073100000000001,3.4000000000000003e-09,6.871971428571428,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,6,0,0,1,0,3,0,0,6,0,4,4
2707,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,96,7,0.0,-DSCATTER,0.0,0.0,0.0,220820189.27444792,0.0,7.073114285714285,4.528571428571429e-09,10.583971428571427,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,6,0,0,1,0,3,0,0,6,0,4,4
2708,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,96,112,0.0,-DGATHER,0.0,0.0,0.0,295358649.7890295,1.0,5.073100000000001,3.385714285714286e-09,7.125171428571428,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,6,7,0,1,0,3,0,0,6,7,5,5
2709,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,96,112,0.0,-DSCATTER,0.0,0.0,0.0,208333333.3333333,0.0,7.073099999999998,4.800000000000001e-09,10.60337142857143,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,6,7,0,1,0,3,0,0,6,7,5,5
2710,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,96,234,0.0,-DGATHER,0.0,0.0,0.0,297872340.42553186,1.0,5.0731142857142855,3.3571428571428567e-09,7.1576,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,6,6,0,1,0,3,0,0,6,14,5,4
2711,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,96,234,0.0,-DSCATTER,0.0,0.0,0.0,219435736.677116,0.0,7.073099999999998,4.5571428571428575e-09,10.581742857142856,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,6,6,0,1,0,3,0,0,6,14,5,4
2712,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,109,7,0.0,-DGATHER,0.0,0.0,0.0,294117647.0588235,1.0,5.073100000000001,3.4000000000000003e-09,7.140257142857144,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,6,0,0,1,0,3,0,0,6,0,4,4
2713,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,109,7,0.0,-DSCATTER,0.0,0.0,0.0,216049382.7160494,0.0,7.073099999999998,4.628571428571428e-09,10.609885714285712,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,6,0,0,1,0,3,0,0,6,0,4,4
2714,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,109,112,0.0,-DGATHER,0.0,0.0,0.0,297872340.42553186,1.0,5.073100000000001,3.3571428571428567e-09,7.1634,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,6,7,0,1,0,3,0,0,6,7,5,5
2715,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,109,112,0.0,-DSCATTER,0.0,0.0,0.0,219435736.677116,0.0,7.073099999999998,4.5571428571428575e-09,10.947714285714284,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,6,7,0,1,0,3,0,0,6,7,5,5
2716,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,109,234,0.0,-DGATHER,0.0,0.0,0.0,296610169.4915254,1.0,5.073100000000001,3.3714285714285718e-09,6.889257142857142,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,0,6,6,0,1,0,3,0,0,6,14,5,4
2717,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,5,109,234,0.0,-DSCATTER,0.0,0.0,0.0,220125786.163522,0.0,7.073099999999998,4.542857142857143e-09,10.593,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,0,6,6,0,1,0,3,0,0,6,14,5,4
2718,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,80,6,7,0.0,-DGATHER,0.0,0.0,0.0,301724137.93103445,1.0,5.073100000000001,3.3142857142857152e-09,6.905628571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,5,0,0,0,1,0,3,0,5,0,0,4,4
2719,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,80,6,7,0.0,-DSCATTER,0.0,0.0,0.0,210843373.4939759,0.0,7.073114285714285,4.742857142857143e-09,10.600057142857144,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,5,0,0,0,1,0,3,0,5,0,0,4,4
2720,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,80,6,112,0.0,-DGATHER,0.0,0.0,0.0,296610169.4915254,1.0,5.0731142857142855,3.3714285714285718e-09,7.086142857142858,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,5,0,7,0,1,0,3,0,5,0,7,5,5
2721,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,80,6,112,0.0,-DSCATTER,0.0,0.0,0.0,219435736.677116,0.0,7.073099999999998,4.5571428571428575e-09,10.597685714285715,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.01032,0,1,0,3,0,5,0,7,0,1,0,3,0,5,0,7,5,5
2722,gcc-11, -march=native -mtune=native -O3 ,0,16,5,48,15,80,6,234,0.0,-DGATHER,0.0,0.0,0.0,304347826.0869565,1.0,5.073100000000001,3.285714285714286e-09,7.121428571428572,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.01032,0,1,0,3,0,5,0,6,0,1,0,3,0,5,0,14,5,5
