N_SET,N_CL,tsc,tsc_cat
5.0,8.0,13.794265714285714,tsc-12.983-14.893
4.0,7.0,14.077665714285716,tsc-12.983-14.893
5.0,8.0,16.14058,tsc-14.976-16.783
4.0,8.0,14.397294285714285,tsc-12.983-14.893
3.0,4.0,10.011922857142856,tsc-09.623-12.964
4.0,5.0,10.003722857142858,tsc-09.623-12.964
3.0,5.0,10.290779999999998,tsc-09.623-12.964
4.0,5.0,10.06115142857143,tsc-09.623-12.964
5.0,6.0,10.39958,tsc-09.623-12.964
4.0,6.0,10.374094285714284,tsc-09.623-12.964
3.0,5.0,10.337265714285715,tsc-09.623-12.964
4.0,6.0,10.373522857142856,tsc-09.623-12.964
3.0,6.0,10.94958,tsc-09.623-12.964
4.0,5.0,10.444665714285716,tsc-09.623-12.964
5.0,6.0,10.039379999999998,tsc-09.623-12.964
4.0,6.0,10.360237142857144,tsc-09.623-12.964
5.0,6.0,10.041408571428573,tsc-09.623-12.964
6.0,7.0,10.309008571428572,tsc-09.623-12.964
5.0,7.0,10.367237142857144,tsc-09.623-12.964
4.0,6.0,10.550494285714285,tsc-09.623-12.964
5.0,7.0,10.355465714285714,tsc-09.623-12.964
4.0,7.0,10.695522857142857,tsc-09.623-12.964
3.0,5.0,10.33758,tsc-09.623-12.964
4.0,6.0,10.625522857142856,tsc-09.623-12.964
3.0,6.0,10.67138,tsc-09.623-12.964
4.0,6.0,10.34658,tsc-09.623-12.964
5.0,7.0,10.394637142857144,tsc-09.623-12.964
4.0,7.0,10.674037142857143,tsc-09.623-12.964
3.0,6.0,10.671122857142857,tsc-09.623-12.964
4.0,7.0,10.60138,tsc-09.623-12.964
3.0,7.0,10.990408571428572,tsc-09.623-12.964
4.0,5.0,10.064151428571426,tsc-09.623-12.964
5.0,6.0,10.06352285714286,tsc-09.623-12.964
4.0,6.0,10.374008571428574,tsc-09.623-12.964
5.0,6.0,10.01095142857143,tsc-09.623-12.964
6.0,7.0,10.27852285714286,tsc-09.623-12.964
5.0,7.0,10.375665714285716,tsc-09.623-12.964
4.0,6.0,10.345122857142856,tsc-09.623-12.964
5.0,7.0,10.37800857142857,tsc-09.623-12.964
4.0,7.0,10.87220857142857,tsc-09.623-12.964
5.0,6.0,10.046094285714284,tsc-09.623-12.964
6.0,7.0,10.018751428571427,tsc-09.623-12.964
5.0,7.0,10.334894285714286,tsc-09.623-12.964
6.0,7.0,10.405837142857145,tsc-09.623-12.964
7.0,8.0,10.06660857142857,tsc-09.623-12.964
6.0,8.0,10.95355142857143,tsc-09.623-12.964
5.0,7.0,10.658437142857142,tsc-09.623-12.964
6.0,8.0,10.44518,tsc-09.623-12.964
5.0,8.0,10.732865714285714,tsc-09.623-12.964
4.0,6.0,10.332408571428573,tsc-09.623-12.964
5.0,7.0,10.486351428571428,tsc-09.623-12.964
4.0,7.0,11.625122857142856,tsc-09.623-12.964
5.0,7.0,10.337694285714289,tsc-09.623-12.964
6.0,8.0,10.366808571428573,tsc-09.623-12.964
5.0,8.0,10.94238,tsc-09.623-12.964
4.0,7.0,10.644951428571428,tsc-09.623-12.964
5.0,8.0,10.738208571428572,tsc-09.623-12.964
4.0,8.0,11.37720857142857,tsc-09.623-12.964
3.0,5.0,10.528037142857144,tsc-09.623-12.964
4.0,6.0,10.35395142857143,tsc-09.623-12.964
3.0,6.0,10.935322857142856,tsc-09.623-12.964
4.0,6.0,10.736922857142856,tsc-09.623-12.964
5.0,7.0,10.441751428571427,tsc-09.623-12.964
4.0,7.0,11.00798,tsc-09.623-12.964
3.0,6.0,10.628065714285714,tsc-09.623-12.964
4.0,7.0,10.715037142857142,tsc-09.623-12.964
3.0,7.0,11.022151428571428,tsc-09.623-12.964
4.0,6.0,10.711665714285717,tsc-09.623-12.964
5.0,7.0,10.393751428571427,tsc-09.623-12.964
4.0,7.0,11.01818,tsc-09.623-12.964
5.0,7.0,10.409837142857144,tsc-09.623-12.964
6.0,8.0,10.750465714285712,tsc-09.623-12.964
5.0,8.0,10.75483714285714,tsc-09.623-12.964
4.0,7.0,10.64558,tsc-09.623-12.964
5.0,8.0,10.665922857142858,tsc-09.623-12.964
4.0,8.0,11.025294285714285,tsc-09.623-12.964
3.0,6.0,10.687294285714286,tsc-09.623-12.964
4.0,7.0,10.90152285714286,tsc-09.623-12.964
3.0,7.0,11.25178,tsc-09.623-12.964
4.0,7.0,10.69378,tsc-09.623-12.964
5.0,8.0,10.700294285714287,tsc-09.623-12.964
4.0,8.0,10.99198,tsc-09.623-12.964
3.0,7.0,11.018922857142856,tsc-09.623-12.964
4.0,8.0,11.000208571428573,tsc-09.623-12.964
3.0,8.0,11.27815142857143,tsc-09.623-12.964
2.0,3.0,10.053808571428572,tsc-09.623-12.964
3.0,4.0,10.801437142857145,tsc-09.623-12.964
2.0,4.0,10.326951428571428,tsc-09.623-12.964
3.0,4.0,10.016551428571429,tsc-09.623-12.964
4.0,5.0,10.266265714285712,tsc-09.623-12.964
3.0,5.0,10.672294285714283,tsc-09.623-12.964
2.0,4.0,10.338008571428572,tsc-09.623-12.964
3.0,5.0,10.42418,tsc-09.623-12.964
2.0,5.0,10.649094285714286,tsc-09.623-12.964
3.0,4.0,10.027322857142858,tsc-09.623-12.964
4.0,5.0,10.28338,tsc-09.623-12.964
3.0,5.0,10.452065714285713,tsc-09.623-12.964
4.0,5.0,10.059065714285714,tsc-09.623-12.964
5.0,6.0,10.499494285714285,tsc-09.623-12.964
4.0,6.0,10.388094285714285,tsc-09.623-12.964
3.0,5.0,10.358408571428573,tsc-09.623-12.964
4.0,6.0,10.345751428571429,tsc-09.623-12.964
3.0,6.0,10.647637142857144,tsc-09.623-12.964
2.0,4.0,10.475894285714284,tsc-09.623-12.964
3.0,5.0,10.69703714285714,tsc-09.623-12.964
2.0,5.0,10.646922857142858,tsc-09.623-12.964
3.0,5.0,10.448494285714286,tsc-09.623-12.964
4.0,6.0,10.351865714285712,tsc-09.623-12.964
3.0,6.0,10.686065714285714,tsc-09.623-12.964
2.0,5.0,11.013665714285713,tsc-09.623-12.964
3.0,6.0,10.68315142857143,tsc-09.623-12.964
2.0,6.0,11.028065714285717,tsc-09.623-12.964
3.0,4.0,10.326837142857144,tsc-09.623-12.964
4.0,5.0,10.03938,tsc-09.623-12.964
3.0,5.0,10.339522857142857,tsc-09.623-12.964
4.0,5.0,10.03412285714286,tsc-09.623-12.964
5.0,6.0,10.258922857142858,tsc-09.623-12.964
4.0,6.0,11.004065714285716,tsc-09.623-12.964
3.0,5.0,10.401580000000001,tsc-09.623-12.964
4.0,6.0,10.362379999999998,tsc-09.623-12.964
3.0,6.0,10.678437142857144,tsc-09.623-12.964
4.0,5.0,9.979094285714286,tsc-09.623-12.964
5.0,6.0,10.023694285714289,tsc-09.623-12.964
4.0,6.0,10.72438,tsc-09.623-12.964
5.0,6.0,10.372294285714286,tsc-09.623-12.964
6.0,7.0,10.03655142857143,tsc-09.623-12.964
5.0,7.0,10.369951428571428,tsc-09.623-12.964
4.0,6.0,10.37335142857143,tsc-09.623-12.964
5.0,7.0,10.33215142857143,tsc-09.623-12.964
4.0,7.0,10.670037142857144,tsc-09.623-12.964
3.0,5.0,11.270722857142855,tsc-09.623-12.964
4.0,6.0,10.340608571428572,tsc-09.623-12.964
3.0,6.0,10.660151428571428,tsc-09.623-12.964
4.0,6.0,10.374065714285717,tsc-09.623-12.964
5.0,7.0,10.33198,tsc-09.623-12.964
4.0,7.0,10.634922857142858,tsc-09.623-12.964
3.0,6.0,11.242751428571427,tsc-09.623-12.964
4.0,7.0,10.710637142857143,tsc-09.623-12.964
3.0,7.0,11.179494285714286,tsc-09.623-12.964
2.0,4.0,10.347094285714286,tsc-09.623-12.964
3.0,5.0,10.56678,tsc-09.623-12.964
2.0,5.0,10.944208571428572,tsc-09.623-12.964
3.0,5.0,10.328865714285714,tsc-09.623-12.964
4.0,6.0,10.36158,tsc-09.623-12.964
3.0,6.0,11.226894285714284,tsc-09.623-12.964
2.0,5.0,10.664722857142856,tsc-09.623-12.964
3.0,6.0,10.946151428571428,tsc-09.623-12.964
2.0,6.0,11.321751428571428,tsc-09.623-12.964
3.0,5.0,10.362637142857142,tsc-09.623-12.964
4.0,6.0,10.363694285714288,tsc-09.623-12.964
3.0,6.0,10.946151428571428,tsc-09.623-12.964
4.0,6.0,10.721722857142856,tsc-09.623-12.964
5.0,7.0,10.332551428571426,tsc-09.623-12.964
4.0,7.0,10.742122857142858,tsc-09.623-12.964
3.0,6.0,10.70018,tsc-09.623-12.964
4.0,7.0,10.70858,tsc-09.623-12.964
3.0,7.0,11.00763714285714,tsc-09.623-12.964
2.0,5.0,11.023665714285714,tsc-09.623-12.964
3.0,6.0,10.64715142857143,tsc-09.623-12.964
2.0,6.0,10.960808571428572,tsc-09.623-12.964
3.0,6.0,10.655722857142855,tsc-09.623-12.964
4.0,7.0,10.816694285714286,tsc-09.623-12.964
3.0,7.0,10.946522857142858,tsc-09.623-12.964
2.0,6.0,10.966122857142858,tsc-09.623-12.964
3.0,7.0,11.602008571428572,tsc-09.623-12.964
2.0,7.0,11.324065714285714,tsc-09.623-12.964
3.0,4.0,15.163608571428572,tsc-14.976-16.783
4.0,5.0,15.138637142857142,tsc-14.976-16.783
3.0,5.0,13.426608571428572,tsc-12.983-14.893
4.0,5.0,15.183551428571427,tsc-14.976-16.783
5.0,6.0,13.10018,tsc-12.983-14.893
4.0,6.0,15.793608571428571,tsc-14.976-16.783
3.0,5.0,13.742722857142857,tsc-12.983-14.893
4.0,6.0,13.39920857142857,tsc-12.983-14.893
3.0,6.0,15.820351428571431,tsc-14.976-16.783
4.0,5.0,13.191694285714286,tsc-12.983-14.893
5.0,6.0,15.51538,tsc-14.976-16.783
4.0,6.0,17.79318,tsc-16.786-20.106
5.0,6.0,13.422637142857145,tsc-12.983-14.893
6.0,7.0,17.645522857142858,tsc-16.786-20.106
5.0,7.0,13.415922857142856,tsc-12.983-14.893
4.0,6.0,13.370694285714285,tsc-12.983-14.893
5.0,7.0,13.77475142857143,tsc-12.983-14.893
4.0,7.0,13.961465714285714,tsc-12.983-14.893
3.0,5.0,15.509837142857144,tsc-14.976-16.783
4.0,6.0,13.41852285714286,tsc-12.983-14.893
3.0,6.0,13.746351428571428,tsc-12.983-14.893
4.0,6.0,13.745151428571429,tsc-12.983-14.893
5.0,7.0,13.376037142857143,tsc-12.983-14.893
4.0,7.0,13.740237142857142,tsc-12.983-14.893
3.0,6.0,13.71238,tsc-12.983-14.893
4.0,7.0,13.991122857142855,tsc-12.983-14.893
3.0,7.0,14.123437142857144,tsc-12.983-14.893
4.0,5.0,13.078151428571427,tsc-12.983-14.893
5.0,6.0,15.752037142857144,tsc-14.976-16.783
4.0,6.0,15.447637142857143,tsc-14.976-16.783
5.0,6.0,13.078122857142857,tsc-12.983-14.893
6.0,7.0,13.121579999999998,tsc-12.983-14.893
5.0,7.0,13.99798,tsc-12.983-14.893
4.0,6.0,13.46100857142857,tsc-12.983-14.893
5.0,7.0,13.781322857142856,tsc-12.983-14.893
4.0,7.0,18.301980000000004,tsc-16.786-20.106
5.0,6.0,16.004780000000004,tsc-14.976-16.783
6.0,7.0,13.11858,tsc-12.983-14.893
5.0,7.0,13.773208571428572,tsc-12.983-14.893
6.0,7.0,13.327522857142856,tsc-12.983-14.893
7.0,8.0,13.055608571428571,tsc-12.983-14.893
6.0,8.0,14.013208571428573,tsc-12.983-14.893
5.0,7.0,13.443522857142856,tsc-12.983-14.893
6.0,8.0,13.428408571428571,tsc-12.983-14.893
5.0,8.0,13.722094285714288,tsc-12.983-14.893
4.0,6.0,13.696837142857143,tsc-12.983-14.893
5.0,7.0,21.77369428571428,tsc-20.167-21.774
4.0,7.0,16.003437142857145,tsc-14.976-16.783
5.0,7.0,13.824437142857144,tsc-12.983-14.893
6.0,8.0,13.453494285714289,tsc-12.983-14.893
5.0,8.0,19.95718,tsc-20.167-21.774
4.0,7.0,13.980122857142858,tsc-12.983-14.893
5.0,8.0,16.47758,tsc-14.976-16.783
4.0,8.0,14.059408571428568,tsc-12.983-14.893
3.0,5.0,13.75872285714286,tsc-12.983-14.893
4.0,6.0,13.773008571428573,tsc-12.983-14.893
3.0,6.0,18.081951428571426,tsc-16.786-20.106
4.0,6.0,13.69338,tsc-12.983-14.893
5.0,7.0,13.561037142857144,tsc-12.983-14.893
4.0,7.0,16.11963714285714,tsc-14.976-16.783
3.0,6.0,16.006551428571427,tsc-14.976-16.783
4.0,7.0,13.73638,tsc-12.983-14.893
3.0,7.0,14.252551428571428,tsc-12.983-14.893
4.0,6.0,13.932922857142858,tsc-12.983-14.893
5.0,7.0,17.539751428571428,tsc-16.786-20.106
4.0,7.0,13.753122857142856,tsc-12.983-14.893
5.0,7.0,13.683494285714286,tsc-12.983-14.893
6.0,8.0,15.505580000000002,tsc-14.976-16.783
5.0,8.0,17.817922857142857,tsc-16.786-20.106
4.0,7.0,14.28860857142857,tsc-12.983-14.893
5.0,8.0,14.073294285714285,tsc-12.983-14.893
4.0,8.0,14.07872285714286,tsc-12.983-14.893
3.0,6.0,16.130065714285713,tsc-14.976-16.783
4.0,7.0,13.841694285714285,tsc-12.983-14.893
3.0,7.0,14.047237142857144,tsc-12.983-14.893
4.0,7.0,14.25740857142857,tsc-12.983-14.893
5.0,8.0,16.15995142857143,tsc-14.976-16.783
4.0,8.0,16.160751428571427,tsc-14.976-16.783
3.0,7.0,17.06006571428572,tsc-16.786-20.106
4.0,8.0,16.132694285714287,tsc-14.976-16.783
3.0,8.0,16.360294285714286,tsc-14.976-16.783
2.0,4.0,10.921922857142857,tsc-09.623-12.964
3.0,5.0,10.368808571428572,tsc-09.623-12.964
2.0,5.0,10.716751428571433,tsc-09.623-12.964
3.0,5.0,10.716179999999998,tsc-09.623-12.964
4.0,6.0,10.34395142857143,tsc-09.623-12.964
3.0,6.0,10.683037142857142,tsc-09.623-12.964
2.0,5.0,10.732122857142857,tsc-09.623-12.964
3.0,6.0,10.690522857142858,tsc-09.623-12.964
2.0,6.0,11.804265714285714,tsc-09.623-12.964
3.0,5.0,10.36278,tsc-09.623-12.964
4.0,6.0,10.733637142857145,tsc-09.623-12.964
3.0,6.0,10.720379999999997,tsc-09.623-12.964
4.0,6.0,10.39072285714286,tsc-09.623-12.964
5.0,7.0,10.615494285714288,tsc-09.623-12.964
4.0,7.0,10.670322857142859,tsc-09.623-12.964
3.0,6.0,10.700408571428571,tsc-09.623-12.964
4.0,7.0,10.677237142857145,tsc-09.623-12.964
3.0,7.0,10.987837142857144,tsc-09.623-12.964
2.0,5.0,10.671694285714285,tsc-09.623-12.964
3.0,6.0,10.665722857142857,tsc-09.623-12.964
2.0,6.0,11.327922857142855,tsc-09.623-12.964
3.0,6.0,11.019408571428572,tsc-09.623-12.964
4.0,7.0,10.677265714285712,tsc-09.623-12.964
3.0,7.0,11.054865714285715,tsc-09.623-12.964
2.0,6.0,10.986094285714287,tsc-09.623-12.964
3.0,7.0,11.396037142857145,tsc-09.623-12.964
2.0,7.0,11.280551428571428,tsc-09.623-12.964
3.0,5.0,10.644065714285714,tsc-09.623-12.964
4.0,6.0,10.382008571428573,tsc-09.623-12.964
3.0,6.0,10.636094285714284,tsc-09.623-12.964
4.0,6.0,10.378237142857143,tsc-09.623-12.964
5.0,7.0,10.756265714285716,tsc-09.623-12.964
4.0,7.0,10.752294285714289,tsc-09.623-12.964
3.0,6.0,11.022751428571429,tsc-09.623-12.964
4.0,7.0,10.596665714285717,tsc-09.623-12.964
3.0,7.0,11.012494285714286,tsc-09.623-12.964
4.0,6.0,10.330894285714285,tsc-09.623-12.964
5.0,7.0,10.347722857142855,tsc-09.623-12.964
4.0,7.0,10.69840857142857,tsc-09.623-12.964
5.0,7.0,10.330951428571428,tsc-09.623-12.964
6.0,8.0,10.347151428571427,tsc-09.623-12.964
5.0,8.0,10.628494285714288,tsc-09.623-12.964
4.0,7.0,10.696922857142855,tsc-09.623-12.964
5.0,8.0,10.657122857142856,tsc-09.623-12.964
4.0,8.0,10.968322857142857,tsc-09.623-12.964
3.0,6.0,10.96100857142857,tsc-09.623-12.964
4.0,7.0,10.706751428571428,tsc-09.623-12.964
3.0,7.0,10.987694285714284,tsc-09.623-12.964
4.0,7.0,10.671408571428572,tsc-09.623-12.964
5.0,8.0,10.676665714285711,tsc-09.623-12.964
4.0,8.0,10.991122857142855,tsc-09.623-12.964
3.0,7.0,10.954208571428572,tsc-09.623-12.964
4.0,8.0,11.57938,tsc-09.623-12.964
3.0,8.0,11.300094285714286,tsc-09.623-12.964
2.0,5.0,10.708208571428573,tsc-09.623-12.964
3.0,6.0,10.63840857142857,tsc-09.623-12.964
2.0,6.0,10.991808571428573,tsc-09.623-12.964
3.0,6.0,10.661894285714284,tsc-09.623-12.964
4.0,7.0,10.951751428571429,tsc-09.623-12.964
3.0,7.0,10.964922857142858,tsc-09.623-12.964
2.0,6.0,10.966494285714289,tsc-09.623-12.964
3.0,7.0,11.273122857142855,tsc-09.623-12.964
2.0,7.0,11.618865714285716,tsc-09.623-12.964
3.0,6.0,10.96938,tsc-09.623-12.964
4.0,7.0,11.412265714285716,tsc-09.623-12.964
3.0,7.0,10.99720857142857,tsc-09.623-12.964
4.0,7.0,10.673465714285712,tsc-09.623-12.964
5.0,8.0,11.034094285714286,tsc-09.623-12.964
4.0,8.0,10.975294285714286,tsc-09.623-12.964
3.0,7.0,11.738494285714284,tsc-09.623-12.964
4.0,8.0,10.99400857142857,tsc-09.623-12.964
3.0,8.0,11.374408571428573,tsc-09.623-12.964
2.0,6.0,11.53420857142857,tsc-09.623-12.964
3.0,7.0,11.307379999999998,tsc-09.623-12.964
2.0,7.0,11.662237142857142,tsc-09.623-12.964
3.0,7.0,10.967837142857144,tsc-09.623-12.964
4.0,8.0,11.154294285714286,tsc-09.623-12.964
3.0,8.0,11.79492285714286,tsc-09.623-12.964
2.0,7.0,11.27898,tsc-09.623-12.964
3.0,8.0,11.345208571428572,tsc-09.623-12.964
2.0,8.0,11.620237142857144,tsc-09.623-12.964
1.0,2.0,9.714637142857145,tsc-09.623-12.964
2.0,3.0,9.725351428571429,tsc-09.623-12.964
1.0,3.0,10.067465714285715,tsc-09.623-12.964
2.0,3.0,9.84438,tsc-09.623-12.964
3.0,4.0,9.690551428571428,tsc-09.623-12.964
2.0,4.0,10.016465714285715,tsc-09.623-12.964
1.0,3.0,10.012837142857142,tsc-09.623-12.964
2.0,4.0,10.036551428571428,tsc-09.623-12.964
1.0,4.0,10.366408571428574,tsc-09.623-12.964
2.0,3.0,9.734894285714288,tsc-09.623-12.964
3.0,4.0,9.722037142857143,tsc-09.623-12.964
2.0,4.0,10.010265714285714,tsc-09.623-12.964
3.0,4.0,9.900094285714289,tsc-09.623-12.964
4.0,5.0,10.001837142857145,tsc-09.623-12.964
3.0,5.0,10.00498,tsc-09.623-12.964
2.0,4.0,10.332351428571428,tsc-09.623-12.964
3.0,5.0,10.283494285714289,tsc-09.623-12.964
2.0,5.0,10.604951428571429,tsc-09.623-12.964
1.0,3.0,10.060694285714286,tsc-09.623-12.964
2.0,4.0,10.291237142857144,tsc-09.623-12.964
1.0,4.0,10.304837142857142,tsc-09.623-12.964
2.0,4.0,10.078951428571427,tsc-09.623-12.964
3.0,5.0,10.06380857142857,tsc-09.623-12.964
2.0,5.0,10.46858,tsc-09.623-12.964
1.0,4.0,10.355751428571429,tsc-09.623-12.964
2.0,5.0,10.322208571428572,tsc-09.623-12.964
1.0,5.0,10.907437142857145,tsc-09.623-12.964
2.0,3.0,9.771122857142858,tsc-09.623-12.964
3.0,4.0,10.100408571428572,tsc-09.623-12.964
2.0,4.0,10.322865714285712,tsc-09.623-12.964
3.0,4.0,9.721894285714285,tsc-09.623-12.964
4.0,5.0,10.107694285714286,tsc-09.623-12.964
3.0,5.0,10.387237142857144,tsc-09.623-12.964
2.0,4.0,10.53338,tsc-09.623-12.964
3.0,5.0,10.03975142857143,tsc-09.623-12.964
2.0,5.0,10.635008571428573,tsc-09.623-12.964
3.0,4.0,10.115751428571429,tsc-09.623-12.964
4.0,5.0,9.725237142857145,tsc-09.623-12.964
3.0,5.0,10.303951428571429,tsc-09.623-12.964
4.0,5.0,9.750094285714285,tsc-09.623-12.964
5.0,6.0,9.687951428571427,tsc-09.623-12.964
4.0,6.0,10.075779999999998,tsc-09.623-12.964
3.0,5.0,9.998751428571428,tsc-09.623-12.964
4.0,6.0,10.409151428571429,tsc-09.623-12.964
3.0,6.0,10.37458,tsc-09.623-12.964
2.0,4.0,10.012865714285713,tsc-09.623-12.964
3.0,5.0,10.043351428571428,tsc-09.623-12.964
2.0,5.0,10.378665714285717,tsc-09.623-12.964
3.0,5.0,9.99918,tsc-09.623-12.964
4.0,6.0,10.015665714285712,tsc-09.623-12.964
3.0,6.0,10.506237142857143,tsc-09.623-12.964
2.0,5.0,10.324037142857142,tsc-09.623-12.964
3.0,6.0,10.408494285714283,tsc-09.623-12.964
2.0,6.0,10.67158,tsc-09.623-12.964
1.0,3.0,10.032837142857144,tsc-09.623-12.964
2.0,4.0,10.29575142857143,tsc-09.623-12.964
1.0,4.0,10.377094285714287,tsc-09.623-12.964
2.0,4.0,10.02783714285714,tsc-09.623-12.964
3.0,5.0,10.20460857142857,tsc-09.623-12.964
2.0,5.0,10.33555142857143,tsc-09.623-12.964
1.0,4.0,10.57832285714286,tsc-09.623-12.964
2.0,5.0,10.39338,tsc-09.623-12.964
1.0,5.0,10.696608571428571,tsc-09.623-12.964
2.0,4.0,10.421351428571429,tsc-09.623-12.964
3.0,5.0,10.04438,tsc-09.623-12.964
2.0,5.0,10.40760857142857,tsc-09.623-12.964
3.0,5.0,10.058865714285716,tsc-09.623-12.964
4.0,6.0,10.001722857142855,tsc-09.623-12.964
3.0,6.0,10.377122857142856,tsc-09.623-12.964
2.0,5.0,10.623294285714286,tsc-09.623-12.964
3.0,6.0,10.37152285714286,tsc-09.623-12.964
2.0,6.0,11.023237142857145,tsc-09.623-12.964
1.0,4.0,10.319922857142858,tsc-09.623-12.964
2.0,5.0,10.714237142857144,tsc-09.623-12.964
1.0,5.0,10.67078,tsc-09.623-12.964
2.0,5.0,10.40920857142857,tsc-09.623-12.964
3.0,6.0,10.373551428571428,tsc-09.623-12.964
2.0,6.0,11.033494285714283,tsc-09.623-12.964
1.0,5.0,10.661151428571428,tsc-09.623-12.964
2.0,6.0,11.023722857142856,tsc-09.623-12.964
1.0,6.0,11.306837142857145,tsc-09.623-12.964
2.0,3.0,14.81438,tsc-14.976-16.783
3.0,4.0,14.87800857142857,tsc-14.976-16.783
2.0,4.0,15.165351428571427,tsc-14.976-16.783
3.0,4.0,13.647437142857145,tsc-12.983-14.893
4.0,5.0,12.823122857142858,tsc-12.983-14.893
3.0,5.0,13.393637142857145,tsc-12.983-14.893
2.0,4.0,15.136751428571426,tsc-14.976-16.783
3.0,5.0,13.735122857142859,tsc-12.983-14.893
2.0,5.0,19.89412285714286,tsc-20.167-21.774
3.0,4.0,12.774780000000002,tsc-12.983-14.893
4.0,5.0,15.163151428571428,tsc-14.976-16.783
3.0,5.0,13.085465714285714,tsc-12.983-14.893
4.0,5.0,12.76918,tsc-12.983-14.893
5.0,6.0,14.889637142857143,tsc-14.976-16.783
4.0,6.0,13.054694285714286,tsc-12.983-14.893
3.0,5.0,15.144722857142856,tsc-14.976-16.783
4.0,6.0,15.152151428571429,tsc-14.976-16.783
3.0,6.0,13.466208571428568,tsc-12.983-14.893
2.0,4.0,13.096808571428571,tsc-12.983-14.893
3.0,5.0,13.084408571428572,tsc-12.983-14.893
2.0,5.0,14.13498,tsc-12.983-14.893
3.0,5.0,13.100522857142858,tsc-12.983-14.893
4.0,6.0,12.834522857142858,tsc-12.983-14.893
3.0,6.0,15.690494285714287,tsc-14.976-16.783
2.0,5.0,15.962522857142858,tsc-14.976-16.783
3.0,6.0,15.739865714285713,tsc-14.976-16.783
2.0,6.0,16.12280857142857,tsc-14.976-16.783
3.0,4.0,12.799408571428572,tsc-12.983-14.893
4.0,5.0,14.85160857142857,tsc-14.976-16.783
3.0,5.0,17.53680857142857,tsc-16.786-20.106
4.0,5.0,13.103208571428569,tsc-12.983-14.893
5.0,6.0,12.828837142857145,tsc-12.983-14.893
4.0,6.0,13.340694285714289,tsc-12.983-14.893
3.0,5.0,15.16772285714286,tsc-14.976-16.783
4.0,6.0,13.098551428571428,tsc-12.983-14.893
3.0,6.0,15.45892285714286,tsc-14.976-16.783
4.0,5.0,12.796522857142856,tsc-12.983-14.893
5.0,6.0,12.814808571428571,tsc-12.983-14.893
4.0,6.0,13.178151428571429,tsc-12.983-14.893
5.0,6.0,14.800351428571428,tsc-14.976-16.783
6.0,7.0,12.810208571428571,tsc-12.983-14.893
5.0,7.0,15.169894285714285,tsc-14.976-16.783
4.0,6.0,13.083665714285711,tsc-12.983-14.893
5.0,7.0,13.474237142857143,tsc-12.983-14.893
4.0,7.0,18.498522857142856,tsc-16.786-20.106
3.0,5.0,15.47778,tsc-14.976-16.783
4.0,6.0,13.085437142857142,tsc-12.983-14.893
3.0,6.0,15.767122857142859,tsc-14.976-16.783
4.0,6.0,15.121837142857142,tsc-14.976-16.783
5.0,7.0,13.135608571428572,tsc-12.983-14.893
4.0,7.0,15.808922857142857,tsc-14.976-16.783
3.0,6.0,13.480751428571429,tsc-12.983-14.893
4.0,7.0,17.53158,tsc-16.786-20.106
3.0,7.0,13.748665714285712,tsc-12.983-14.893
2.0,4.0,15.889437142857144,tsc-14.976-16.783
3.0,5.0,15.156922857142856,tsc-14.976-16.783
2.0,5.0,13.560294285714289,tsc-12.983-14.893
3.0,5.0,13.127694285714286,tsc-12.983-14.893
4.0,6.0,15.817865714285716,tsc-14.976-16.783
3.0,6.0,13.765437142857143,tsc-12.983-14.893
2.0,5.0,13.41680857142857,tsc-12.983-14.893
3.0,6.0,13.39383714285714,tsc-12.983-14.893
2.0,6.0,13.71160857142857,tsc-12.983-14.893
3.0,5.0,13.34766571428571,tsc-12.983-14.893
4.0,6.0,13.09120857142857,tsc-12.983-14.893
3.0,6.0,15.552379999999996,tsc-14.976-16.783
4.0,6.0,13.480694285714288,tsc-12.983-14.893
5.0,7.0,15.16720857142857,tsc-14.976-16.783
4.0,7.0,16.24355142857143,tsc-14.976-16.783
3.0,6.0,15.834322857142858,tsc-14.976-16.783
4.0,7.0,15.459894285714288,tsc-14.976-16.783
3.0,7.0,13.707037142857144,tsc-12.983-14.893
2.0,5.0,13.424722857142855,tsc-12.983-14.893
3.0,6.0,13.402094285714288,tsc-12.983-14.893
2.0,6.0,16.110465714285713,tsc-14.976-16.783
3.0,6.0,13.59298,tsc-12.983-14.893
4.0,7.0,15.771980000000003,tsc-14.976-16.783
3.0,7.0,15.862379999999998,tsc-14.976-16.783
2.0,6.0,16.091837142857145,tsc-14.976-16.783
3.0,7.0,15.820065714285715,tsc-14.976-16.783
2.0,7.0,14.02858,tsc-12.983-14.893
1.0,3.0,10.35378,tsc-09.623-12.964
2.0,4.0,10.020094285714285,tsc-09.623-12.964
1.0,4.0,10.38335142857143,tsc-09.623-12.964
2.0,4.0,10.042008571428573,tsc-09.623-12.964
3.0,5.0,10.067065714285713,tsc-09.623-12.964
2.0,5.0,11.289122857142855,tsc-09.623-12.964
1.0,4.0,10.896665714285716,tsc-09.623-12.964
2.0,5.0,10.351294285714289,tsc-09.623-12.964
1.0,5.0,10.703151428571427,tsc-09.623-12.964
2.0,4.0,10.067494285714288,tsc-09.623-12.964
3.0,5.0,10.383008571428572,tsc-09.623-12.964
2.0,5.0,10.367265714285711,tsc-09.623-12.964
3.0,5.0,10.19920857142857,tsc-09.623-12.964
4.0,6.0,10.43315142857143,tsc-09.623-12.964
3.0,6.0,10.375351428571433,tsc-09.623-12.964
