X_IDX_B,X_IDX_C,X_IDX_D,X_IDX_E,X_IDX_F,X_IDX_G,X_IDX_H,A_IDX_A,A_IDX_B,A_IDX_C,A_IDX_D,A_IDX_E,A_IDX_F,A_IDX_G,A_IDX_H,Y_IDX_A,Y_IDX_B,Y_IDX_C,Y_IDX_D,Y_IDX_E,Y_IDX_F,Y_IDX_G,Y_IDX_H,CFG,Compiler,FLOPSs,time,CPU_CLK_THREAD_UNHALTED:THREAD_P,INST_RETIRED:ANY_P,UOPS_RETIRED:ALL,UOPS_ISSUED:ALL,UOPS_EXECUTED:THREAD,UOPS_RETIRED:STALL_CYCLES,UOPS_ISSUED:STALL_CYCLES,UOPS_EXECUTED:STALL_CYCLES,,DiscardedPapiValues,F256B
1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7, -DF256B ,gcc,-1.0,-1.0,3.0108322,6.0001614,7.0014552000000005,5.0015906,7.0017132,1.0097618,0.0107072,0.0092368,1.0,0.0,1.0
