X_IDX_B,X_IDX_C,X_IDX_D,X_IDX_E,X_IDX_F,X_IDX_G,X_IDX_H,A_IDX_A,A_IDX_B,A_IDX_C,A_IDX_D,A_IDX_E,A_IDX_F,A_IDX_G,A_IDX_H,Y_IDX_A,Y_IDX_B,Y_IDX_C,Y_IDX_D,Y_IDX_E,Y_IDX_F,Y_IDX_G,Y_IDX_H,CFG,Compiler,FLOPSs,time,CPU_CLK_THREAD_UNHALTED:THREAD_P,INST_RETIRED:ANY_P,UOPS_RETIRED:ALL,UOPS_ISSUED:ALL,UOPS_EXECUTED:THREAD,UOPS_RETIRED:STALL_CYCLES,UOPS_ISSUED:STALL_CYCLES,UOPS_EXECUTED:STALL_CYCLES,,DiscardedPapiValues,F256B
1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,0,0,0,0,0,0,0,0, -DF256B ,gcc,-1.0,-1.0,9.010518800000002,14.000164600000002,16.0017964,13.0033624,14.002598599999999,5.0044134,5.7573256,1.3209664,1.0,0.0,1.0
