MARTA_NUM_THREADS,STRIDE,ADD_VERSION,BANDWIDTH,BANDWIDTH_cat
2,4,11,14.464530937496184,BANDWIDTH-00.425-32.749
2,4,11,14.465047596834811,BANDWIDTH-00.425-32.749
2,8,11,15.650957566752847,BANDWIDTH-00.425-32.749
2,8,11,15.650009763075424,BANDWIDTH-00.425-32.749
2,16,11,18.31224026706273,BANDWIDTH-00.425-32.749
2,16,11,18.3137854792202,BANDWIDTH-00.425-32.749
2,32,11,17.369233931975728,BANDWIDTH-00.425-32.749
2,32,11,17.368499692199997,BANDWIDTH-00.425-32.749
2,64,11,13.81014746647824,BANDWIDTH-00.425-32.749
2,64,11,13.810685202786065,BANDWIDTH-00.425-32.749
2,128,11,7.612323763762599,BANDWIDTH-00.425-32.749
2,128,11,7.612282371549507,BANDWIDTH-00.425-32.749
2,256,11,7.351374302678455,BANDWIDTH-00.425-32.749
2,256,11,7.351414312197999,BANDWIDTH-00.425-32.749
2,512,11,7.771680298689572,BANDWIDTH-00.425-32.749
2,512,11,7.771677727217698,BANDWIDTH-00.425-32.749
2,1024,11,8.063443251331906,BANDWIDTH-00.425-32.749
2,1024,11,8.063371125706997,BANDWIDTH-00.425-32.749
2,2048,11,8.112821953862442,BANDWIDTH-00.425-32.749
2,2048,11,8.112814948419631,BANDWIDTH-00.425-32.749
2,4096,11,8.188937177301638,BANDWIDTH-00.425-32.749
2,4096,11,8.18877349351689,BANDWIDTH-00.425-32.749
2,8192,11,8.391001266730342,BANDWIDTH-00.425-32.749
2,8192,11,8.390927159034234,BANDWIDTH-00.425-32.749
2,16384,11,8.794267127320312,BANDWIDTH-00.425-32.749
2,16384,11,8.794025120969735,BANDWIDTH-00.425-32.749
2,1,12,27.006646885402706,BANDWIDTH-00.425-32.749
2,1,12,27.006344991675533,BANDWIDTH-00.425-32.749
2,2,12,14.088578512132312,BANDWIDTH-00.425-32.749
2,2,12,14.088193082418922,BANDWIDTH-00.425-32.749
2,4,12,11.473417502768855,BANDWIDTH-00.425-32.749
2,4,12,11.47296417807896,BANDWIDTH-00.425-32.749
2,8,12,13.911743065851375,BANDWIDTH-00.425-32.749
2,8,12,13.911556300206302,BANDWIDTH-00.425-32.749
2,16,12,14.17652467290799,BANDWIDTH-00.425-32.749
2,16,12,14.176337860401786,BANDWIDTH-00.425-32.749
2,32,12,14.4760938274033,BANDWIDTH-00.425-32.749
2,32,12,14.476251944113086,BANDWIDTH-00.425-32.749
2,64,12,11.353262140697032,BANDWIDTH-00.425-32.749
2,64,12,11.353592329226103,BANDWIDTH-00.425-32.749
2,128,12,7.542073275122443,BANDWIDTH-00.425-32.749
2,128,12,7.542097358393629,BANDWIDTH-00.425-32.749
2,256,12,7.247756359437735,BANDWIDTH-00.425-32.749
2,256,12,7.247699081914805,BANDWIDTH-00.425-32.749
2,512,12,7.45636133396584,BANDWIDTH-00.425-32.749
2,512,12,7.45635212881396,BANDWIDTH-00.425-32.749
2,1024,12,7.7812520943413075,BANDWIDTH-00.425-32.749
2,1024,12,7.781317829072146,BANDWIDTH-00.425-32.749
2,2048,12,7.820563828999311,BANDWIDTH-00.425-32.749
2,2048,12,7.820602020061812,BANDWIDTH-00.425-32.749
2,4096,12,7.909405376136249,BANDWIDTH-00.425-32.749
2,4096,12,7.909243946555292,BANDWIDTH-00.425-32.749
2,8192,12,8.031905956834164,BANDWIDTH-00.425-32.749
2,8192,12,8.032009869748089,BANDWIDTH-00.425-32.749
2,16384,12,8.29240198721476,BANDWIDTH-00.425-32.749
2,16384,12,8.292407354497554,BANDWIDTH-00.425-32.749
2,1,13,26.993299282840383,BANDWIDTH-00.425-32.749
2,1,13,26.991834454072507,BANDWIDTH-00.425-32.749
2,2,13,11.219840314140573,BANDWIDTH-00.425-32.749
2,2,13,11.219650650096764,BANDWIDTH-00.425-32.749
2,4,13,9.48386217243661,BANDWIDTH-00.425-32.749
2,4,13,9.483625398250458,BANDWIDTH-00.425-32.749
2,8,13,11.080160601665533,BANDWIDTH-00.425-32.749
2,8,13,11.080115882813944,BANDWIDTH-00.425-32.749
2,16,13,10.882147345039067,BANDWIDTH-00.425-32.749
2,16,13,10.882112893192554,BANDWIDTH-00.425-32.749
2,32,13,8.684246100138667,BANDWIDTH-00.425-32.749
2,32,13,8.684096977826897,BANDWIDTH-00.425-32.749
2,64,13,4.732379491875862,BANDWIDTH-00.425-32.749
2,64,13,4.732366831825607,BANDWIDTH-00.425-32.749
2,128,13,2.405568492620481,BANDWIDTH-00.425-32.749
2,128,13,2.405420488208724,BANDWIDTH-00.425-32.749
2,256,13,2.329998787676689,BANDWIDTH-00.425-32.749
2,256,13,2.329996476340987,BANDWIDTH-00.425-32.749
2,512,13,2.6752035295038192,BANDWIDTH-00.425-32.749
2,512,13,2.675200465627019,BANDWIDTH-00.425-32.749
2,1024,13,3.1614622494784426,BANDWIDTH-00.425-32.749
2,1024,13,3.161477875886826,BANDWIDTH-00.425-32.749
2,2048,13,3.824293476339201,BANDWIDTH-00.425-32.749
2,2048,13,3.82429863062911,BANDWIDTH-00.425-32.749
2,4096,13,4.711850215296304,BANDWIDTH-00.425-32.749
2,4096,13,4.711853838660098,BANDWIDTH-00.425-32.749
2,8192,13,5.398996220461168,BANDWIDTH-00.425-32.749
2,8192,13,5.399014628959067,BANDWIDTH-00.425-32.749
2,16384,13,6.428518226653027,BANDWIDTH-00.425-32.749
2,16384,13,6.428495060810309,BANDWIDTH-00.425-32.749
2,1,14,26.98808866228689,BANDWIDTH-00.425-32.749
2,1,14,26.98631089500914,BANDWIDTH-00.425-32.749
2,2,14,16.533622595383093,BANDWIDTH-00.425-32.749
2,2,14,16.533388540327824,BANDWIDTH-00.425-32.749
2,4,14,14.204934108636913,BANDWIDTH-00.425-32.749
2,4,14,14.205605172491827,BANDWIDTH-00.425-32.749
2,8,14,15.13061916437964,BANDWIDTH-00.425-32.749
2,8,14,15.129744162060016,BANDWIDTH-00.425-32.749
2,16,14,16.701639754583546,BANDWIDTH-00.425-32.749
2,16,14,16.701191117639418,BANDWIDTH-00.425-32.749
2,32,14,9.00324679705372,BANDWIDTH-00.425-32.749
2,32,14,9.00320461783609,BANDWIDTH-00.425-32.749
2,64,14,4.117561918522817,BANDWIDTH-00.425-32.749
2,64,14,4.117588385635583,BANDWIDTH-00.425-32.749
2,128,14,2.2479333444815706,BANDWIDTH-00.425-32.749
2,128,14,2.247955253005573,BANDWIDTH-00.425-32.749
2,256,14,2.2485600274980238,BANDWIDTH-00.425-32.749
2,256,14,2.2485578629526595,BANDWIDTH-00.425-32.749
2,512,14,2.6221823338355548,BANDWIDTH-00.425-32.749
2,512,14,2.6221676482706995,BANDWIDTH-00.425-32.749
2,1024,14,3.658986157742461,BANDWIDTH-00.425-32.749
2,1024,14,3.658989862735513,BANDWIDTH-00.425-32.749
2,2048,14,4.370721947523281,BANDWIDTH-00.425-32.749
2,2048,14,4.370695243865824,BANDWIDTH-00.425-32.749
2,4096,14,4.477727065220596,BANDWIDTH-00.425-32.749
2,4096,14,4.477717865055154,BANDWIDTH-00.425-32.749
2,8192,14,5.37065496796884,BANDWIDTH-00.425-32.749
2,8192,14,5.3706844406874925,BANDWIDTH-00.425-32.749
2,16384,14,7.236587122876759,BANDWIDTH-00.425-32.749
2,16384,14,7.236455828798345,BANDWIDTH-00.425-32.749
2,1,21,1.54999915971688,BANDWIDTH-00.425-32.749
2,1,21,1.5499991767644998,BANDWIDTH-00.425-32.749
2,2,21,1.5449816675647814,BANDWIDTH-00.425-32.749
2,2,21,1.5449858906418716,BANDWIDTH-00.425-32.749
2,4,21,1.614311236814047,BANDWIDTH-00.425-32.749
2,4,21,1.614312142904765,BANDWIDTH-00.425-32.749
2,8,21,1.5489725675942807,BANDWIDTH-00.425-32.749
2,8,21,1.5489743779261915,BANDWIDTH-00.425-32.749
2,16,21,1.578352150032697,BANDWIDTH-00.425-32.749
2,16,21,1.578352550711528,BANDWIDTH-00.425-32.749
2,32,21,1.5436283340175108,BANDWIDTH-00.425-32.749
2,32,21,1.5436289370615013,BANDWIDTH-00.425-32.749
2,64,21,1.5354969449433675,BANDWIDTH-00.425-32.749
2,64,21,1.5354975304973533,BANDWIDTH-00.425-32.749
2,128,21,1.5614640576313874,BANDWIDTH-00.425-32.749
2,128,21,1.561466225994423,BANDWIDTH-00.425-32.749
2,256,21,1.5562243605015944,BANDWIDTH-00.425-32.749
2,256,21,1.5562252712981095,BANDWIDTH-00.425-32.749
2,512,21,1.566916845226613,BANDWIDTH-00.425-32.749
2,512,21,1.566921072925166,BANDWIDTH-00.425-32.749
2,1024,21,1.5961901938041387,BANDWIDTH-00.425-32.749
2,1024,21,1.5961852763800894,BANDWIDTH-00.425-32.749
2,2048,21,1.55504860417871,BANDWIDTH-00.425-32.749
2,2048,21,1.5550514353978684,BANDWIDTH-00.425-32.749
2,4096,21,1.595251081873404,BANDWIDTH-00.425-32.749
2,4096,21,1.5952527491892663,BANDWIDTH-00.425-32.749
2,8192,21,1.5857144874447546,BANDWIDTH-00.425-32.749
2,8192,21,1.5857125842685091,BANDWIDTH-00.425-32.749
2,16384,21,1.551542305059659,BANDWIDTH-00.425-32.749
2,16384,21,1.5515444117908277,BANDWIDTH-00.425-32.749
2,1,22,1.3943806287449696,BANDWIDTH-00.425-32.749
2,1,22,1.394380509176807,BANDWIDTH-00.425-32.749
2,2,22,1.375044814692392,BANDWIDTH-00.425-32.749
2,2,22,1.3750466885124497,BANDWIDTH-00.425-32.749
2,4,22,1.3559663688939008,BANDWIDTH-00.425-32.749
2,4,22,1.35596639498718,BANDWIDTH-00.425-32.749
2,8,22,1.3686196281815053,BANDWIDTH-00.425-32.749
2,8,22,1.368619876285181,BANDWIDTH-00.425-32.749
2,16,22,1.3666248183601706,BANDWIDTH-00.425-32.749
2,16,22,1.3666270624621846,BANDWIDTH-00.425-32.749
2,32,22,1.3749473294285603,BANDWIDTH-00.425-32.749
2,32,22,1.3749465022045069,BANDWIDTH-00.425-32.749
2,64,22,1.4127484466740097,BANDWIDTH-00.425-32.749
2,64,22,1.4127499478680154,BANDWIDTH-00.425-32.749
2,128,22,1.4300105141762791,BANDWIDTH-00.425-32.749
2,128,22,1.4300116363144877,BANDWIDTH-00.425-32.749
2,256,22,1.3567231220692273,BANDWIDTH-00.425-32.749
2,256,22,1.3567233832933927,BANDWIDTH-00.425-32.749
2,512,22,1.3928503290467062,BANDWIDTH-00.425-32.749
2,512,22,1.392850966874536,BANDWIDTH-00.425-32.749
2,1024,22,1.3926910509824544,BANDWIDTH-00.425-32.749
2,1024,22,1.3926930190819002,BANDWIDTH-00.425-32.749
2,2048,22,1.3877676637777494,BANDWIDTH-00.425-32.749
2,2048,22,1.3877690622437238,BANDWIDTH-00.425-32.749
2,4096,22,1.3394331004897395,BANDWIDTH-00.425-32.749
2,4096,22,1.3394314667539713,BANDWIDTH-00.425-32.749
2,8192,22,1.3769902558490246,BANDWIDTH-00.425-32.749
2,8192,22,1.3769938526532524,BANDWIDTH-00.425-32.749
2,16384,22,1.374314749101129,BANDWIDTH-00.425-32.749
2,16384,22,1.3743170632029762,BANDWIDTH-00.425-32.749
2,1,23,1.2433196224523553,BANDWIDTH-00.425-32.749
2,1,23,1.2433200502428694,BANDWIDTH-00.425-32.749
2,2,23,1.2095163585184203,BANDWIDTH-00.425-32.749
2,2,23,1.2095137460619076,BANDWIDTH-00.425-32.749
2,4,23,1.2373314714129444,BANDWIDTH-00.425-32.749
2,4,23,1.237332894543462,BANDWIDTH-00.425-32.749
2,8,23,1.231355711590363,BANDWIDTH-00.425-32.749
2,8,23,1.2313555573794803,BANDWIDTH-00.425-32.749
2,16,23,1.3004188011642963,BANDWIDTH-00.425-32.749
2,16,23,1.3004200931240848,BANDWIDTH-00.425-32.749
2,32,23,1.2065106292551149,BANDWIDTH-00.425-32.749
2,32,23,1.2065124402960383,BANDWIDTH-00.425-32.749
2,64,23,1.2285141272363025,BANDWIDTH-00.425-32.749
2,64,23,1.2285142343293225,BANDWIDTH-00.425-32.749
2,128,23,1.2706879102343502,BANDWIDTH-00.425-32.749
2,128,23,1.2706895906263682,BANDWIDTH-00.425-32.749
2,256,23,1.1906721423422877,BANDWIDTH-00.425-32.749
2,256,23,1.1906723234169876,BANDWIDTH-00.425-32.749
2,512,23,1.2324361566200128,BANDWIDTH-00.425-32.749
2,512,23,1.2324375541415806,BANDWIDTH-00.425-32.749
2,1024,23,1.2403292173971117,BANDWIDTH-00.425-32.749
2,1024,23,1.2403300215637774,BANDWIDTH-00.425-32.749
2,2048,23,1.2144218061803551,BANDWIDTH-00.425-32.749
2,2048,23,1.2144236236076669,BANDWIDTH-00.425-32.749
2,4096,23,1.2494033535735376,BANDWIDTH-00.425-32.749
2,4096,23,1.249402722208122,BANDWIDTH-00.425-32.749
2,8192,23,1.221720487982136,BANDWIDTH-00.425-32.749
2,8192,23,1.2217223732158788,BANDWIDTH-00.425-32.749
2,16384,23,1.250790947483769,BANDWIDTH-00.425-32.749
2,16384,23,1.2507914840424312,BANDWIDTH-00.425-32.749
2,1,24,17.60093559515427,BANDWIDTH-00.425-32.749
2,1,24,17.600316449965575,BANDWIDTH-00.425-32.749
2,2,24,17.551281126597505,BANDWIDTH-00.425-32.749
2,2,24,17.551399162776868,BANDWIDTH-00.425-32.749
2,4,24,17.604341305976902,BANDWIDTH-00.425-32.749
2,4,24,17.60364129439562,BANDWIDTH-00.425-32.749
2,8,24,17.56915033151246,BANDWIDTH-00.425-32.749
2,8,24,17.568606425438468,BANDWIDTH-00.425-32.749
2,16,24,17.57957354800979,BANDWIDTH-00.425-32.749
2,16,24,17.578879159245737,BANDWIDTH-00.425-32.749
2,32,24,17.581775488595728,BANDWIDTH-00.425-32.749
2,32,24,17.58203066279073,BANDWIDTH-00.425-32.749
2,64,24,17.575944328119782,BANDWIDTH-00.425-32.749
2,64,24,17.575769701484596,BANDWIDTH-00.425-32.749
2,128,24,17.582742850013517,BANDWIDTH-00.425-32.749
2,128,24,17.583005364784512,BANDWIDTH-00.425-32.749
2,256,24,17.580569908973846,BANDWIDTH-00.425-32.749
2,256,24,17.581948041108703,BANDWIDTH-00.425-32.749
2,512,24,17.570608457962905,BANDWIDTH-00.425-32.749
2,512,24,17.570653001438572,BANDWIDTH-00.425-32.749
2,1024,24,17.569497134846003,BANDWIDTH-00.425-32.749
2,1024,24,17.57007395387028,BANDWIDTH-00.425-32.749
2,2048,24,17.60038459043891,BANDWIDTH-00.425-32.749
2,2048,24,17.60031571727518,BANDWIDTH-00.425-32.749
2,4096,24,17.5949723637735,BANDWIDTH-00.425-32.749
2,4096,24,17.594950396434413,BANDWIDTH-00.425-32.749
2,8192,24,17.592010197050012,BANDWIDTH-00.425-32.749
2,8192,24,17.592269328519958,BANDWIDTH-00.425-32.749
2,16384,24,17.5636609810788,BANDWIDTH-00.425-32.749
2,16384,24,17.563546428076926,BANDWIDTH-00.425-32.749
2,1,25,17.42389630571769,BANDWIDTH-00.425-32.749
2,1,25,17.42381875390715,BANDWIDTH-00.425-32.749
2,2,25,17.423779978260757,BANDWIDTH-00.425-32.749
