compiler,compiler_flags,MARTA_NUM_THREADS,OFFSET,STREAM_ARRAY_SIZE,ADD_VERSION,STRIDE,SW_PREFETCH,MEM_LOAD_UOPS_RETIRED:L1_HIT,MEM_LOAD_UOPS_RETIRED:L1_MISS,L2_RQSTS:DEMAND_DATA_RD_HIT,L2_RQSTS:DEMAND_DATA_RD_MISS,LONGEST_LAT_CACHE:MISS,MEM_LOAD_L3_MISS_RETIRED:LOCAL_DRAM,MEM_INST_RETIRED:ALL_LOADS,MEM_INST_RETIRED:ALL_STORES,n_thread,tsc,loops_vectorized,loop_interchange,BANDWIDTH,overhead_instructions,overhead_loop
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,32768,0,151090.0,268289.0,37742.0,290534.0,724284.0,98749.0,1048746.0,524350.0,3.0,20296128.0,9.0,0.0,41.66172416728945,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,32768,0,152526.0,270916.0,44016.0,295028.0,741511.0,139537.0,1049650.0,524350.0,4.0,20296480.0,9.0,0.0,41.66100163181005,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,32768,0,161684.0,269708.0,42113.0,289621.0,752341.0,101063.0,1048796.0,524350.0,5.0,20295346.0,9.0,0.0,41.66332943523111,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,32768,0,156102.0,273384.0,43098.0,290099.0,728717.0,144039.0,1048822.0,524350.0,6.0,20296394.0,9.0,0.0,41.66117815805113,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,32768,0,162766.0,262930.0,40811.0,290792.0,716950.0,117749.0,1049578.0,524350.0,7.0,20296272.0,9.0,0.0,41.661428581564145,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,65536,0,149975.0,264474.0,44839.0,298706.0,704015.0,68366.0,1056425.0,525057.0,0.0,17775918.0,9.0,0.0,47.568383607530144,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,65536,0,158627.0,282920.0,57432.0,311039.0,728545.0,1024.0,1048784.0,524350.0,1.0,17752804.0,9.0,0.0,47.63031723889927,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,65536,0,155124.0,280750.0,56118.0,305167.0,736945.0,127806.0,1062045.0,524350.0,2.0,17775924.0,9.0,0.0,47.568367551526435,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,65536,0,148347.0,280087.0,55562.0,303671.0,744876.0,131422.0,1052724.0,524350.0,3.0,17774648.0,9.0,0.0,47.57178237228664,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,65536,0,158864.0,278921.0,54818.0,305603.0,732825.0,126591.0,1063956.0,524350.0,4.0,17775780.0,9.0,0.0,47.56875289860699,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,65536,0,153413.0,279501.0,54465.0,303707.0,733856.0,130302.0,1048787.0,524350.0,5.0,17775562.0,9.0,0.0,47.569336283150996,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,65536,0,153021.0,282428.0,54532.0,305422.0,737391.0,107615.0,1054132.0,524350.0,6.0,17799554.0,9.0,0.0,47.505217625115776,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,65536,0,153627.0,275890.0,43652.0,301792.0,718262.0,72332.0,1055216.0,524350.0,7.0,17774756.0,9.0,0.0,47.571493324577844,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,131072,0,60567.0,370246.0,189157.0,221131.0,724802.0,47747.0,1049283.0,525057.0,0.0,12100988.0,9.0,0.0,69.87625195562545,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,131072,0,58710.0,374483.0,174978.0,230198.0,730213.0,9488.0,1048782.0,524350.0,1.0,12100278.0,9.0,0.0,69.88035203819284,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,131072,0,61549.0,376668.0,173677.0,234433.0,743318.0,50655.0,1073710.0,524350.0,2.0,12100424.0,9.0,0.0,69.87950888332509,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,131072,0,60451.0,374774.0,183271.0,236977.0,750008.0,53821.0,1048758.0,524350.0,3.0,12099852.0,9.0,0.0,69.88281231869614,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,131072,0,58680.0,368191.0,185952.0,232342.0,742830.0,51202.0,1049133.0,524350.0,4.0,12100304.0,9.0,0.0,69.88020188583693,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,131072,0,59556.0,368922.0,185509.0,232805.0,750054.0,48198.0,1048776.0,524350.0,5.0,12099656.0,9.0,0.0,69.88394433692991,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,131072,0,55807.0,368929.0,179313.0,226740.0,745091.0,46844.0,1051153.0,524350.0,6.0,12099980.0,9.0,0.0,69.8820730612778,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,131072,0,65000.0,367105.0,184339.0,219272.0,744992.0,51889.0,1050648.0,524350.0,7.0,12100214.0,9.0,0.0,69.88072164674114,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,262144,0,53319.0,379060.0,226415.0,177470.0,707497.0,47447.0,1049479.0,525057.0,0.0,11458250.0,9.0,0.0,73.79588387406454,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,262144,0,53240.0,383251.0,217400.0,187827.0,684814.0,7226.0,1048763.0,524350.0,1.0,11458386.0,9.0,0.0,73.79500798803602,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,262144,0,54533.0,381304.0,218888.0,184462.0,694002.0,47747.0,1049189.0,524350.0,2.0,11458576.0,9.0,0.0,73.79378435854507,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,262144,0,51447.0,380609.0,224514.0,187439.0,736811.0,52046.0,1048757.0,524350.0,3.0,11459064.0,9.0,0.0,73.79064174875016,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,262144,0,54636.0,379826.0,228086.0,183274.0,727680.0,47606.0,1049428.0,524350.0,4.0,11458712.0,9.0,0.0,73.792908522354,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,262144,0,52450.0,380439.0,225192.0,184901.0,735590.0,51349.0,1049121.0,524350.0,5.0,11458168.0,9.0,0.0,73.79641199186467,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,262144,0,53742.0,380025.0,220880.0,184107.0,726001.0,47807.0,1048807.0,524350.0,6.0,11458502.0,9.0,0.0,73.79426092520646,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,262144,0,54081.0,381792.0,220315.0,183733.0,724438.0,51811.0,1048776.0,524350.0,7.0,11458560.0,9.0,0.0,73.79388739946381,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,524288,0,54625.0,380684.0,221531.0,174523.0,706427.0,8873.0,1049281.0,525057.0,0.0,11270076.0,9.0,0.0,75.02803764588633,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,524288,0,52567.0,372842.0,217492.0,173271.0,687325.0,3819.0,1048788.0,524350.0,1.0,11268136.0,9.0,0.0,75.04095499024861,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,524288,0,58072.0,353588.0,212256.0,168297.0,692031.0,45682.0,1048872.0,524350.0,2.0,11268484.0,9.0,0.0,75.03863753101126,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,524288,0,52867.0,381041.0,225646.0,174488.0,725839.0,47026.0,1048268.0,524350.0,3.0,11267630.0,9.0,0.0,75.04432488464744,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,524288,0,54807.0,381271.0,225849.0,172715.0,727172.0,46516.0,1049438.0,524350.0,4.0,11268488.0,9.0,0.0,75.03861089438087,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,524288,0,64141.0,374708.0,228170.0,173456.0,724549.0,128.0,1048795.0,524350.0,5.0,11267870.0,9.0,0.0,75.04272647803002,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,524288,0,52661.0,379863.0,216593.0,172057.0,729526.0,46952.0,1049890.0,524350.0,6.0,11268450.0,9.0,0.0,75.03886394313326,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,524288,0,55874.0,379751.0,225615.0,172059.0,732288.0,51165.0,1049457.0,524350.0,7.0,11268752.0,9.0,0.0,75.03685291858407,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,1048576,0,73465.0,356626.0,168477.0,190179.0,696697.0,42470.0,1049278.0,525059.0,0.0,11094212.0,9.0,0.0,76.21737230188138,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,1048576,0,80263.0,333196.0,162946.0,182832.0,683255.0,6803.0,1048803.0,524350.0,1.0,11092854.0,9.0,0.0,76.22670292063702,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,1048576,0,81666.0,336119.0,172706.0,186155.0,687157.0,33162.0,1072357.0,524350.0,2.0,11092912.0,9.0,0.0,76.22630436444462,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,1048576,0,74634.0,366881.0,181184.0,186908.0,730260.0,41256.0,1050922.0,524350.0,3.0,11092106.0,9.0,0.0,76.23184329468182,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,1048576,0,77027.0,370287.0,188905.0,188200.0,720307.0,44076.0,1050345.0,524350.0,4.0,11093042.0,9.0,0.0,76.22541106398046,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,1048576,0,77019.0,340818.0,163872.0,186705.0,722027.0,33184.0,1050329.0,524350.0,5.0,11092396.0,9.0,0.0,76.22985028662879,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,1048576,0,76417.0,365562.0,184358.0,186431.0,722004.0,34445.0,1048780.0,524350.0,6.0,11092770.0,9.0,0.0,76.22728014733921,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,11,1048576,0,82731.0,356704.0,178468.0,190798.0,713075.0,9057.0,1048781.0,524350.0,7.0,11092854.0,9.0,0.0,76.22670292063702,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,1,0,60726.0,359324.0,137209.0,210929.0,688731.0,62163.0,1051123.0,525055.0,0.0,10481308.0,9.0,0.0,80.67425233568177,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,1,0,73583.0,362299.0,130931.0,220391.0,658608.0,4.0,1048770.0,524350.0,1.0,10480650.0,9.0,0.0,80.67931725608622,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,1,0,68352.0,361981.0,130750.0,221129.0,678703.0,6600.0,1048787.0,524350.0,2.0,10480652.0,9.0,0.0,80.6793018602278,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,1,0,66650.0,343194.0,139654.0,216012.0,725409.0,62919.0,1048456.0,524350.0,3.0,10480004.0,9.0,0.0,80.68429042584334,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,1,0,70659.0,344932.0,142314.0,214296.0,719270.0,60433.0,1050259.0,524350.0,4.0,10480992.0,9.0,0.0,80.6766846496973,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,1,0,63630.0,356845.0,140421.0,208719.0,726239.0,61577.0,1049439.0,524350.0,5.0,10479992.0,9.0,0.0,80.68438281250597,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,1,0,69899.0,354334.0,132573.0,211170.0,712407.0,6857.0,1048854.0,524350.0,6.0,10480530.0,9.0,0.0,80.68024101834546,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,1,0,68213.0,338010.0,138669.0,212058.0,712496.0,66658.0,1049858.0,524350.0,7.0,10479882.0,9.0,0.0,80.6852297001054,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,2,0,43513.0,362845.0,21391.0,252521.0,847823.0,38240.0,1049284.0,525057.0,0.0,14750018.0,9.0,0.0,57.326824035062195,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,2,0,38030.0,345985.0,18003.0,219789.0,741489.0,11.0,1048744.0,524350.0,1.0,14749168.0,9.0,0.0,57.33012780110715,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,2,0,42315.0,358647.0,21227.0,193058.0,622417.0,1096.0,1048807.0,524350.0,2.0,14749040.0,9.0,0.0,57.330625342395166,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,2,0,40358.0,369908.0,20487.0,191088.0,623552.0,28061.0,1053581.0,524350.0,3.0,14749602.0,9.0,0.0,57.32844088945586,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,2,0,39691.0,357212.0,20137.0,227557.0,628521.0,26784.0,1055281.0,524350.0,4.0,14748782.0,9.0,0.0,57.331628225300236,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,2,0,36613.0,353781.0,19328.0,220424.0,739627.0,27985.0,1048752.0,524350.0,5.0,14749052.0,9.0,0.0,57.33057869753256,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,2,0,43449.0,367647.0,20201.0,193773.0,759763.0,871.0,1054485.0,524350.0,6.0,14749280.0,9.0,0.0,57.329692459564136,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,2,0,38611.0,389822.0,20308.0,193885.0,592112.0,74618.0,1048940.0,524350.0,7.0,14748884.0,9.0,0.0,57.33123173251617,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,4,0,32703.0,243729.0,1694.0,425037.0,845727.0,28398.0,1049277.0,525055.0,0.0,24633120.0,9.0,0.0,34.32661743214015,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,4,0,36058.0,250021.0,1345.0,271358.0,603800.0,5.0,1048741.0,524350.0,1.0,24633320.0,9.0,0.0,34.3263387314418,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,4,0,43233.0,258858.0,1536.0,405857.0,753926.0,11020.0,1048906.0,524350.0,2.0,24633462.0,9.0,0.0,34.32614085669322,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,4,0,34105.0,306926.0,1888.0,417174.0,719194.0,36575.0,1060429.0,524350.0,3.0,24632928.0,9.0,0.0,34.32688498906829,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,4,0,32584.0,335478.0,1866.0,419097.0,947749.0,44026.0,1048835.0,524350.0,4.0,24633862.0,9.0,0.0,34.32558347529916,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,4,0,26615.0,351127.0,1647.0,412082.0,929114.0,92040.0,1061013.0,524350.0,5.0,24633214.0,9.0,0.0,34.32648644224826,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,4,0,44074.0,331037.0,1420.0,421288.0,895307.0,13772.0,1057302.0,524350.0,6.0,24633516.0,9.0,0.0,34.326065609148124,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,4,0,62906.0,382058.0,1525.0,310348.0,732228.0,95112.0,1048717.0,524350.0,7.0,24633674.0,9.0,0.0,34.32584544229984,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,8,0,14615.0,478466.0,127.0,492321.0,732404.0,233054.0,1052575.0,525057.0,0.0,18120914.0,9.0,0.0,46.662750366786135,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,8,0,10898.0,478533.0,94.0,491989.0,731208.0,183694.0,1048826.0,524350.0,1.0,18119178.0,9.0,0.0,46.66722112890552,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,8,0,13821.0,477115.0,93.0,490353.0,726389.0,183243.0,1048740.0,524350.0,2.0,18118980.0,9.0,0.0,46.66773109744588,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,8,0,11282.0,473966.0,92.0,488925.0,750075.0,233119.0,1048809.0,524350.0,3.0,18119018.0,9.0,0.0,46.667633223831444,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,8,0,12315.0,476530.0,91.0,489346.0,732338.0,230397.0,1049206.0,524350.0,4.0,18119594.0,9.0,0.0,46.6661497161581,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,8,0,13250.0,476654.0,93.0,489634.0,733228.0,233475.0,1049258.0,524350.0,5.0,18118908.0,9.0,0.0,46.66791654331486,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,8,0,17389.0,476212.0,103.0,490411.0,723793.0,229678.0,1051059.0,524350.0,6.0,18119340.0,9.0,0.0,46.66680389020793,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,8,0,15198.0,477606.0,138.0,491463.0,690350.0,182979.0,1056377.0,524350.0,7.0,18119760.0,9.0,0.0,46.665722194995965,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,16,0,6666.0,485775.0,124.0,503525.0,708639.0,177297.0,1051319.0,525057.0,0.0,17416298.0,9.0,0.0,48.550598204050026,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,16,0,6697.0,486314.0,110.0,503771.0,655258.0,120942.0,1048778.0,524350.0,1.0,17413950.0,9.0,0.0,48.557144496222854,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,16,0,3709.0,487611.0,119.0,504647.0,636595.0,121007.0,1048815.0,524350.0,2.0,17413912.0,9.0,0.0,48.557250455842436,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,16,0,6019.0,486536.0,120.0,502376.0,736090.0,177343.0,1051927.0,524350.0,3.0,17414922.0,9.0,0.0,48.5544343178798,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,16,0,7918.0,486145.0,115.0,503242.0,715086.0,235267.0,1053365.0,524350.0,4.0,17413696.0,9.0,0.0,48.557852761412626,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,16,0,4356.0,483349.0,112.0,501664.0,714861.0,177283.0,1048834.0,524350.0,5.0,17414910.0,9.0,0.0,48.55446777502726,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,16,0,4154.0,486779.0,102.0,502144.0,708410.0,235105.0,1048862.0,524350.0,6.0,17414070.0,9.0,0.0,48.55680988993383,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,16,0,12006.0,483302.0,148.0,501351.0,700286.0,183380.0,1055164.0,524350.0,7.0,17415458.0,9.0,0.0,48.552939945650586,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,32,0,2604.0,496505.0,134.0,524620.0,710939.0,246441.0,1049311.0,525057.0,0.0,17895880.0,9.0,0.0,47.2495170061489,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,32,0,2680.0,496913.0,140.0,524568.0,728190.0,192022.0,1048797.0,524350.0,1.0,17894906.0,9.0,0.0,47.252088745255215,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,32,0,2770.0,496708.0,146.0,524556.0,714094.0,155772.0,1048834.0,524350.0,2.0,17894898.0,9.0,0.0,47.25210986952818,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,32,0,5209.0,497219.0,123.0,524565.0,716715.0,241586.0,1049958.0,524350.0,3.0,17894828.0,9.0,0.0,47.25229470772226,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,32,0,1310.0,496633.0,115.0,524559.0,708026.0,247585.0,1057299.0,524350.0,4.0,17894880.0,9.0,0.0,47.25215739921139,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,32,0,4288.0,496196.0,109.0,524548.0,707021.0,244276.0,1051794.0,524350.0,5.0,17895862.0,9.0,0.0,47.24956453061608,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,32,0,5791.0,495995.0,130.0,524561.0,715326.0,241313.0,1058880.0,524350.0,6.0,17895058.0,9.0,0.0,47.25168738765753,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,32,0,2995.0,497373.0,149.0,524611.0,671211.0,180254.0,1053218.0,524350.0,7.0,17895808.0,9.0,0.0,47.2497071045912,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,64,0,8993.0,478871.0,265.0,524635.0,653443.0,55170.0,1057620.0,525057.0,0.0,21658576.0,9.0,0.0,39.04096402275015,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,64,0,1744.0,481551.0,239.0,524557.0,712191.0,14.0,1048816.0,524350.0,1.0,21656556.0,9.0,0.0,39.04460554115807,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,64,0,1665.0,478974.0,207.0,524480.0,701224.0,58261.0,1049077.0,524350.0,2.0,21657334.0,9.0,0.0,39.04320293531974,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,64,0,12575.0,477832.0,241.0,524565.0,719674.0,222960.0,1048792.0,524350.0,3.0,21657566.0,9.0,0.0,39.04278469704306,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,64,0,1589.0,478945.0,228.0,524549.0,713533.0,239345.0,1056126.0,524350.0,4.0,21656630.0,9.0,0.0,39.04447212701145,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,64,0,1527.0,478251.0,255.0,524576.0,730066.0,179271.0,1048841.0,524350.0,5.0,21657186.0,9.0,0.0,39.04346974717768,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,64,0,2592.0,479193.0,174.0,524566.0,679378.0,239252.0,1065522.0,524350.0,6.0,21656464.0,9.0,0.0,39.04477140866579,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,64,0,3871.0,479116.0,268.0,524632.0,690243.0,56203.0,1048863.0,524350.0,7.0,21657360.0,9.0,0.0,39.043156063342906,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,128,0,4518.0,474957.0,325.0,524552.0,713425.0,236811.0,1074420.0,525055.0,0.0,34024070.0,9.0,0.0,24.852161613822215,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,128,0,6098.0,469773.0,213.0,524495.0,683744.0,137850.0,1048837.0,524350.0,1.0,34023218.0,9.0,0.0,24.85278395476877,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,128,0,1153.0,476435.0,263.0,524500.0,701296.0,178515.0,1051367.0,524350.0,2.0,34023276.0,9.0,0.0,24.852741587847095,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,128,0,4920.0,475815.0,310.0,524643.0,703217.0,201703.0,1048768.0,524350.0,3.0,34023096.0,9.0,0.0,24.852873071868594,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,128,0,32048.0,476401.0,279.0,524503.0,716430.0,238628.0,1076949.0,524350.0,4.0,34023666.0,9.0,0.0,24.852456710573165,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,128,0,5045.0,471357.0,234.0,524497.0,715635.0,205808.0,1059463.0,524350.0,5.0,34023348.0,9.0,0.0,24.852688994628043,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,128,0,2507.0,475529.0,243.0,524498.0,698435.0,179604.0,1049518.0,524350.0,6.0,34023240.0,9.0,0.0,24.852767884540096,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,128,0,12076.0,473078.0,321.0,524655.0,683994.0,140208.0,1048774.0,524350.0,7.0,34023970.0,9.0,0.0,24.852234656919812,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,256,0,11456.0,471280.0,379.0,524516.0,700343.0,232415.0,1049286.0,525057.0,0.0,46062326.0,9.0,0.0,18.35712088008756,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,256,0,1330.0,472358.0,388.0,524606.0,702076.0,176424.0,1049367.0,524350.0,1.0,46062580.0,9.0,0.0,18.357019654565594,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,256,0,3383.0,471042.0,375.0,524487.0,692432.0,176920.0,1049320.0,524350.0,2.0,46062410.0,9.0,0.0,18.35708740380714,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,256,0,16746.0,474425.0,366.0,524614.0,729324.0,231020.0,1051212.0,524350.0,3.0,46062210.0,9.0,0.0,18.357167109437434,0,0
gcc-11, -march=native -O3 -DTUNED -fno-inline -fopenmp ,8,8,16777216,12,256,0,7019.0,470919.0,420.0,524483.0,734301.0,231501.0,1049036.0,524350.0,4.0,46062354.0,9.0,0.0,18.357109721313854,0,0
