MATRIX,CFG,Compiler,CPU_CLK_THREAD_UNHALTED:THREAD_P,INST_RETIRED:ANY_P,UOPS_EXECUTED:STALL_CYCLES,AUTOVEC,DiscardedPapiValues,MACVETH,Scop Skipped,Scop Vect.
test-codes/power.spf.c, MACVETH ,gcc,157530.25,40984.0,4618.684210526316,-1,0.016666666666666666,1.0,0.0,980.0
test-codes/bibd_15_3.spf.c, AUTOVEC=true ,icc,8920.0,1996.0,1292.9,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/bibd_15_3.spf.c, MACVETH ,icc,9543.25,2015.0,1126.55,-1,0.0,1.0,0.0,41.0
test-codes/football.spf.c, AUTOVEC=true ,icc,16913.21052631579,4624.0,1325.75,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/football.spf.c, MACVETH ,icc,18480.78947368421,3995.0,1099.3,-1,0.016666666666666666,1.0,0.0,86.0
test-codes/spaceStation_3.spf.c, AUTOVEC=true ,icc,19434.263157894737,3611.0,3803.3,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/spaceStation_3.spf.c, MACVETH ,icc,20242.25,3612.0,3585.75,-1,0.0,1.0,0.0,31.0
test-codes/adder_dcop_06.spf.c, AUTOVEC=true ,icc,80842.0,23483.0,6783.894736842105,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/adder_dcop_06.spf.c, MACVETH ,icc,91797.65,23277.0,4808.263157894737,-1,0.016666666666666666,1.0,0.0,488.0
test-codes/N_biocarta.spf.c, AUTOVEC=true ,icc,38801.31578947369,11152.0,821.8,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/N_biocarta.spf.c, MACVETH ,icc,43570.78947368421,11122.0,856.7894736842105,-1,0.03333333333333333,1.0,0.0,219.0
test-codes/celegans_metabolic.spf.c, AUTOVEC=true ,icc,41195.31578947369,11707.0,3807.85,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/celegans_metabolic.spf.c, MACVETH ,icc,44096.2,10823.0,2167.5263157894738,-1,0.016666666666666666,1.0,0.0,341.0
test-codes/Pd.spf.c, AUTOVEC=true ,icc,90159.84210526316,22529.0,6893.631578947368,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/Pd.spf.c, MACVETH ,icc,97488.85,21249.15,6245.35,-1,0.0,1.0,0.0,359.0
test-codes/3elt_dual.spf.c, AUTOVEC=true ,icc,313390.7368421053,92730.0,23504.65,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/3elt_dual.spf.c, MACVETH ,icc,348991.4210526316,78884.0,19724.8,-1,0.016666666666666666,1.0,0.0,1934.0
test-codes/G3.spf.c, AUTOVEC=true ,icc,439253.05263157893,142197.0,44343.95,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/G3.spf.c, MACVETH ,icc,425637.4736842105,113197.0,29798.1,-1,0.016666666666666666,1.0,0.0,2755.0
test-codes/cat_ears_3_4.spf.c, AUTOVEC=true ,icc,404369.84210526315,108349.0,50866.45,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/cat_ears_3_4.spf.c, MACVETH ,icc,452291.4736842105,107886.0,35447.25,-1,0.03333333333333333,1.0,0.0,3051.0
test-codes/cep1.spf.c, AUTOVEC=true ,icc,75039.63157894737,22212.0,4891.473684210527,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/cep1.spf.c, MACVETH ,icc,70125.0,19456.0,2975.5789473684213,-1,0.05,1.0,0.0,486.0
test-codes/circuit_2.spf.c, AUTOVEC=true ,icc,143876.84210526315,38773.0,20083.157894736843,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/circuit_2.spf.c, MACVETH ,icc,160514.57894736843,37593.0,14170.21052631579,-1,0.03333333333333333,1.0,0.0,887.0
test-codes/deter8.spf.c, AUTOVEC=true ,icc,177221.8947368421,48045.0,6829.368421052632,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/deter8.spf.c, MACVETH ,icc,232809.1052631579,60527.0,9217.85,-1,0.016666666666666666,1.0,0.0,1007.0
test-codes/l9.spf.c, AUTOVEC=true ,icc,28358.6,7834.0,659.7368421052631,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/l9.spf.c, MACVETH ,icc,29168.6,8396.0,590.4,-1,0.0,1.0,0.0,109.0
test-codes/pde900.spf.c, AUTOVEC=true ,icc,16766.2,2271.0,6891.8421052631575,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/pde900.spf.c, MACVETH ,icc,16567.4,2271.0,+.25,-1,0.016666666666666666,1.0,0.0,0.0
test-codes/rajat13.spf.c, AUTOVEC=true ,icc,236988.2105263158,55596.0,40898.57894736842,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/rajat13.spf.c, MACVETH ,icc,271134.8947368421,53850.0,39485.95,-1,0.03333333333333333,1.0,0.0,517.0
test-codes/power.spf.c, AUTOVEC=true ,icc,152678.68421052632,45143.0,5324.368421052632,true,0.05,-1.0,-1.0,-1.0
test-codes/power.spf.c, MACVETH ,icc,166469.94736842104,42224.0,4883.9473684210525,-1,0.03333333333333333,1.0,0.0,980.0
