MATRIX,CFG,Compiler,CPU_CLK_THREAD_UNHALTED:THREAD_P,INST_RETIRED:ANY_P,UOPS_EXECUTED:STALL_CYCLES,AUTOVEC,DiscardedPapiValues,MACVETH,Scop Skipped,Scop Vect.
test-codes/circuit_2.spf.c, AUTOVEC=true ,gcc,138351.8947368421,35779.0,20202.157894736843,true,0.03333333333333333,-1.0,-1.0,-1.0
test-codes/circuit_2.spf.c, MACVETH ,gcc,158934.7894736842,40470.0,17838.35,-1,0.03333333333333333,1.0,0.0,887.0
test-codes/circuit_2.spf.c, AUTOVEC=true ,icc,144580.05263157896,38773.0,20103.1,true,0.016666666666666666,-1.0,-1.0,-1.0
test-codes/circuit_2.spf.c, MACVETH ,icc,182885.57894736843,45254.0,16344.526315789473,-1,0.05,1.0,0.0,887.0
