compiler,compiler_flags,ELEMS,OFFSET,IDX0,IDX1,IDX2,IDX3,IDX4,IDX5,INSTRUCTIONS_RETIRED,CFG,CL_IDX0,CL_IDX1,CL_IDX2,CL_IDX3,CL_IDX4,CL_IDX5,DiscardedpapiValues,DiscardedtscValues,GATHER,N_CL,N_SET,SET_IDX0,SET_IDX1,SET_IDX2,SET_IDX3,SET_IDX4,SET_IDX5,loop_interchange,loops_vectorized,tsc,vgatherdps_YMM_GPR_GPR_MEM_YMM,vmovaps_YMM_YMM,vxorps_XMM_XMM_XMM,SCATTER,kmovb_GPR_GPR,vmovq_XMM_GPR,vscatterdps_MEM_YMM,overhead_instructions,overhead_loop
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,4,80,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,113.58519999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,4,80,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,211.86239999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,11,5,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.3672,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,11,5,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.239,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,11,12,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.62440000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,11,12,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.3614,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,11,80,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,116.21499999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,11,80,7.7334000000000005,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,211.0078,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,64,5,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,115.37219999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,64,5,7.733200000000001,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,234.9468,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,64,12,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,113.22059999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,64,12,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,233.27159999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,64,80,6.73,-DGATHER,0.0,0.0,0.0,0.0,4.0,5.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,119.58720000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,10,64,80,7.733,-DSCATTER,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,218.11440000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,4,5,6.730000000000001,-DGATHER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,117.7048,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,4,5,7.7333,-DSCATTER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,235.71099999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,4,12,6.730000000000001,-DGATHER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,121.07539999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,4,12,7.733,-DSCATTER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,236.20639999999997,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,4,80,6.73,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,118.39019999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,4,80,7.733200000000001,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,262.0386,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,11,5,6.73,-DGATHER,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,113.301,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,11,5,7.7331,-DSCATTER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,235.7376,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,11,12,6.73,-DGATHER,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,117.525,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,11,12,7.7331,-DSCATTER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,237.19680000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,11,80,6.730000000000001,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,124.08200000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,11,80,7.7331,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,254.3318,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,64,5,6.73,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,123.36680000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,64,5,7.7331,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,261.851,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,64,12,6.73,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,119.90500000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,64,12,7.7331,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,252.36820000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,64,80,6.730000000000001,-DGATHER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,136.3408,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,9,48,64,80,7.7331,-DSCATTER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,221.675,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,4,5,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,115.19119999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,4,5,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,235.01039999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,4,12,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,117.4068,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,4,12,7.7334000000000005,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,235.71659999999997,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,4,80,6.73,-DGATHER,0.0,0.0,2.0,0.0,0.0,5.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,123.20719999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,4,80,7.733,-DSCATTER,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,255.71120000000005,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,11,5,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,120.92639999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,11,5,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,240.6364,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,11,12,6.73,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,117.55120000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,11,12,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,232.33440000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,11,80,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,121.3952,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,11,80,7.733,-DSCATTER,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,250.24020000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,64,5,6.730200000000001,-DGATHER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,120.03000000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,64,5,7.733200000000001,-DSCATTER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,424.62360000000007,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,64,12,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,120.57339999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,64,12,7.7333,-DSCATTER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,426.0494,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,64,80,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,133.64499999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,3,64,80,7.733,-DSCATTER,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,280.75640000000004,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,4,5,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,120.4458,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,4,5,7.733,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,237.98660000000004,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,4,12,6.730200000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,117.6016,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,4,12,7.7334000000000005,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,240.92059999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,4,80,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,123.0058,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,4,80,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,249.02640000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,11,5,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,118.0468,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,11,5,7.733200000000001,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,231.8846,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,11,12,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,119.86420000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,11,12,7.733,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,233.88979999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,11,80,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,122.42999999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,11,80,7.733199999999999,-DSCATTER,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,247.00660000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,64,5,6.73,-DGATHER,0.0,0.0,2.0,0.0,4.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,120.54699999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,64,5,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,429.1758,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,64,12,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,119.30320000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,64,12,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,428.602,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,64,80,6.730200000000001,-DGATHER,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,132.823,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,10,64,80,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,290.62919999999997,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,4,5,6.73,-DGATHER,0.0,0.0,2.0,3.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,117.8434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,4,5,7.7333,-DSCATTER,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,255.82080000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,4,12,6.73,-DGATHER,0.0,0.0,2.0,3.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,120.4502,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,4,12,7.733,-DSCATTER,0.0,0.0,2.0,3.0,0.0,0.0,0.1,0.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,267.5574,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,4,80,6.730000000000001,-DGATHER,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,135.0114,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,4,80,7.733200000000001,-DSCATTER,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,273.261,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,11,5,6.730000000000001,-DGATHER,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,122.3634,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,11,5,7.7331,-DSCATTER,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,261.32800000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,11,12,6.73,-DGATHER,0.0,0.0,2.0,3.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,122.12659999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,11,12,7.733200000000001,-DSCATTER,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,250.53879999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,11,80,6.73,-DGATHER,0.0,0.0,2.0,3.0,0.0,5.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,136.06300000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,6,65536,0,1,32,48,11,80,7.733200000000001,-DSCATTER,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,274.14239999999995,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
