compiler,compiler_flags,ELEMS,OFFSET,IDX0,IDX1,IDX2,IDX3,IDX4,IDX5,IDX6,IDX7,INSTRUCTIONS_RETIRED,CFG,CL_IDX0,CL_IDX1,CL_IDX2,CL_IDX3,CL_IDX4,CL_IDX5,CL_IDX6,CL_IDX7,DiscardedpapiValues,DiscardedtscValues,GATHER,N_CL,N_SET,SET_IDX0,SET_IDX1,SET_IDX2,SET_IDX3,SET_IDX4,SET_IDX5,SET_IDX6,SET_IDX7,loop_interchange,loops_vectorized,tsc,vgatherdps_YMM_GPR_GPR_MEM_YMM,vmovaps_YMM_YMM,SCATTER,kmovb_GPR_GPR,vmovq_XMM_GPR,vscatterdps_MEM_YMM,vxorps_XMM_XMM_XMM,overhead_instructions,overhead_loop
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,12,96,14,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.1,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,443.5986,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,12,96,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,0.0,6.0,7.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,7.0,0.0,0.0,134.80419999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,12,96,112,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,0.0,0.0,6.0,7.0,0.1,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,7.0,0.0,0.0,298.505,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,6,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,122.30799999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,6,7,7.732400000000001,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,445.3179999999999,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,6,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,120.4432,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,6,14,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,442.7894,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,6,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,130.0384,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,6,112,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,447.0032,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,13,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,123.8332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,13,7,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,442.2835999999999,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,13,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,121.80799999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,13,14,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,441.4166,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,13,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,132.18900000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,13,112,7.732200000000001,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,0.0,449.1456,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,96,7,5.7322,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,133.83360000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,96,7,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,467.51480000000004,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,96,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,129.5754,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,96,14,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.1,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,468.99539999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,96,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,0.0,5.0,6.0,7.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,7.0,0.0,0.0,145.7862,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,11,80,96,112,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,0.0,5.0,6.0,7.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.0,5.0,6.0,7.0,0.0,0.0,389.6998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,6,7,5.7322,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,122.00519999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,6,7,7.732200000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,255.4942,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,6,14,5.732200000000001,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,112.5824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,6,14,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,263.2186,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,6,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,130.06940000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,6,112,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.1,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,282.60200000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,13,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,124.01680000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,13,7,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.1,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,241.737,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,13,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,115.987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,13,14,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,273.06280000000004,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,13,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,127.7272,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,13,112,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,263.191,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,96,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,128.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,96,7,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,453.54799999999994,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,96,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,135.5394,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,96,14,7.7322999999999995,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,450.0308,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,96,112,5.732200000000001,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,145.0412,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,5,96,112,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,390.18359999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,6,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,117.4876,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,6,7,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.1,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,255.68019999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,6,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,123.2162,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,6,14,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,248.3094,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,6,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,133.8582,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,6,112,7.7323,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,273.9506,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,13,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,120.9192,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,13,7,7.732200000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,256.53380000000004,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,13,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,119.9804,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,13,14,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.1,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,260.3866,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,13,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,133.31520000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,13,112,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.1,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,268.0938,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,96,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,133.7412,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,96,7,7.7324,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,446.822,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,96,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,135.2452,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,96,14,7.732200000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,448.2732,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,96,112,5.7324,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,143.0278,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,12,96,112,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,381.448,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,6,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,130.51179999999997,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,6,7,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,313.40579999999994,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,6,14,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,130.9664,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,6,14,7.732200000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,267.4226,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,6,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,0.1,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,146.52759999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,6,112,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,0.1,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,354.1898,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,13,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,136.7342,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,13,7,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.1,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,293.26919999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,13,14,5.7322,-DGATHER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,138.42260000000002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,13,14,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,295.285,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,13,112,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,147.7548,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,13,112,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,7.0,0.0,0.0,360.1654,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,96,7,5.732,-DGATHER,0.0,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.1,0.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,144.5104,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0.092
gcc-11, -march=native -mtune=native -Ofast ,8,65536,0,1,2,48,64,80,96,7,7.732000000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,390.0406,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.092
