compiler,compiler_flags,ELEMS,OFFSET,IDX0,IDX1,IDX2,IDX3,IDX4,IDX5,IDX6,INSTRUCTIONS_RETIRED,CFG,CL_IDX0,CL_IDX1,CL_IDX2,CL_IDX3,CL_IDX4,CL_IDX5,CL_IDX6,DiscardedpapiValues,DiscardedtscValues,GATHER,N_CL,N_SET,SET_IDX0,SET_IDX1,SET_IDX2,SET_IDX3,SET_IDX4,SET_IDX5,SET_IDX6,loop_interchange,loops_vectorized,tsc,vgatherdps_YMM_GPR_GPR_MEM_YMM,vmovaps_YMM_YMM,vxorps_XMM_XMM_XMM,SCATTER,kmovb_GPR_GPR,vmovq_XMM_GPR,vscatterdps_MEM_YMM,overhead_instructions,overhead_loop
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,5,6,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.01140000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,5,6,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.11460000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,5,13,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.90899999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,5,13,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.436,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,5,96,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,117.41080000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,5,96,7.733200000000001,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,212.37539999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,12,6,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.31779999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,12,6,7.733399999999999,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.96060000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,12,13,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.08860000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,12,13,7.733199999999999,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.1576,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,12,96,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,119.14379999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,12,96,7.7333,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,208.2594,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,80,6,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,115.5462,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,80,6,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,235.50320000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,80,13,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,119.453,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,80,13,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,234.387,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,80,96,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,121.25160000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,4,80,96,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,216.6054,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,5,6,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.607,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,5,6,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.42159999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,5,13,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.43820000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,5,13,7.733599999999998,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.5786,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,5,96,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,119.1442,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,5,96,7.733200000000001,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,210.95279999999997,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,12,6,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.79280000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,12,6,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.213,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,12,13,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.29159999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,12,13,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.7978,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,12,96,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,117.45240000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,12,96,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,214.54119999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,80,6,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,116.12180000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,80,6,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,236.698,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,80,13,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,111.10499999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,80,13,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,235.9272,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,80,96,6.730200000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,114.5998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,11,80,96,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,218.55899999999997,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,5,6,6.730200000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,113.2646,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,5,6,7.733,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,236.25799999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,5,13,6.73,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,115.67499999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,5,13,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,236.48599999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,5,96,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,122.58999999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,5,96,7.733,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,245.6462,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,12,6,6.73,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,112.2248,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,12,6,7.733199999999999,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,236.2674,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,12,13,6.730200000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,116.3694,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,12,13,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,237.16320000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,12,96,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,123.63340000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,12,96,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,247.67200000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,80,6,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,122.64739999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,80,6,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,263.577,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,80,13,6.73,-DGATHER,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,117.0652,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,80,13,7.733,-DSCATTER,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,261.4362,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,80,96,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,136.2756,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,3,64,80,96,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,222.28340000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,5,6,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.77479999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,5,6,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.2398,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,5,13,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.2684,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,5,13,7.7333,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.1112,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,5,96,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,112.21600000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,5,96,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,213.93220000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,12,6,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.6614,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,12,6,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.9172,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,12,13,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.5386,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,12,13,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.23760000000001,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,12,96,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,111.09399999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,12,96,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,211.85499999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,80,6,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,117.32300000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,80,6,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,234.885,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,80,13,6.73,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,113.551,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,80,13,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,237.16859999999997,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,80,96,6.730200000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,114.4768,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,4,80,96,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,214.0622,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,11,5,6,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.92519999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,11,5,6,7.7331,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.5564,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.036
gcc-11, -march=native -mtune=native -Ofast ,7,65536,0,1,2,10,11,5,13,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.49499999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.036
