compiler,compiler_flags,ELEMS,OFFSET,IDX0,IDX1,IDX2,IDX3,IDX4,INSTRUCTIONS_RETIRED,CFG,CL_IDX0,CL_IDX1,CL_IDX2,CL_IDX3,CL_IDX4,DiscardedpapiValues,DiscardedtscValues,GATHER,N_CL,N_SET,SET_IDX0,SET_IDX1,SET_IDX2,SET_IDX3,SET_IDX4,loop_interchange,loops_vectorized,tsc,vgatherdps_YMM_GPR_GPR_MEM_YMM,vmovaps_YMM_YMM,vxorps_XMM_XMM_XMM,SCATTER,kmovb_GPR_GPR,vmovq_XMM_GPR,vscatterdps_MEM_YMM,overhead_instructions,overhead_loop
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,3,11,6.730200000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.07579999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,3,11,7.733,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.52380000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,3,64,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,118.1286,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,3,64,7.733,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,211.8506,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,10,4,6.730200000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.48139999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,10,4,7.733200000000001,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.3436,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,10,11,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.59419999999997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,10,11,7.733200000000001,-DSCATTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.85319999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,10,64,6.730000000000001,-DGATHER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,118.58600000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,10,64,7.733,-DSCATTER,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,212.82760000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,48,4,6.730000000000001,-DGATHER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,120.5008,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,48,4,7.7331,-DSCATTER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,235.76640000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,48,11,6.730000000000001,-DGATHER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,120.7988,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,48,11,7.7331,-DSCATTER,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,234.09319999999997,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,48,64,6.730000000000001,-DGATHER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,122.28739999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,9,48,64,7.733200000000001,-DSCATTER,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,217.25499999999997,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,3,4,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,118.44379999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,3,4,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,231.23900000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,3,11,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,120.1704,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,3,11,7.733,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,241.652,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,3,64,6.73,-DGATHER,0.0,0.0,2.0,0.0,4.0,0.1,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,121.9944,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,3,64,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,257.275,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,10,4,6.730200000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,117.25139999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,10,4,7.733,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.1,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,237.67119999999994,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,10,11,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,120.45340000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,10,11,7.733199999999999,-DSCATTER,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,237.362,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,10,64,6.730000000000001,-DGATHER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,123.864,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,10,64,7.7331,-DSCATTER,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,242.18060000000006,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,48,4,6.730000000000001,-DGATHER,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,123.11300000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,48,4,7.733199999999999,-DSCATTER,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,262.9008,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,48,11,6.730000000000001,-DGATHER,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,124.30080000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,48,11,7.733199999999999,-DSCATTER,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,246.47020000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,48,64,6.73,-DGATHER,0.0,0.0,2.0,3.0,4.0,0.1,0.0,1.0,4.0,4.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,137.29000000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,8,32,48,64,7.733,-DSCATTER,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,220.5184,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,3,4,6.730200000000001,-DGATHER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120.8788,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,3,4,7.733200000000001,-DSCATTER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,237.0994,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,3,11,6.730000000000001,-DGATHER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,114.89739999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,3,11,7.7331,-DSCATTER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,239.2792,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,3,64,6.73,-DGATHER,0.0,1.0,0.0,0.0,4.0,0.1,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,117.8424,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,3,64,7.7331,-DSCATTER,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,253.0328,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,10,4,6.730000000000001,-DGATHER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,121.4378,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,10,4,7.7331,-DSCATTER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,238.92960000000002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,10,11,6.730000000000001,-DGATHER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115.57660000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,10,11,7.733,-DSCATTER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,239.132,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,10,64,6.730000000000001,-DGATHER,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,123.4016,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,10,64,7.733399999999999,-DSCATTER,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,261.9038,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,48,4,6.730000000000001,-DGATHER,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,124.2782,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,48,4,7.733199999999999,-DSCATTER,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,426.99920000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,48,11,6.730000000000001,-DGATHER,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,124.28939999999997,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,48,11,7.733200000000001,-DSCATTER,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,424.9156,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,48,64,6.730000000000001,-DGATHER,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,136.04000000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,2,48,64,7.733200000000001,-DSCATTER,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,278.9752,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,3,4,6.73,-DGATHER,0.0,1.0,0.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120.35719999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,3,4,7.733,-DSCATTER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,239.0804,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,3,11,6.730000000000001,-DGATHER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,114.81740000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,3,11,7.733,-DSCATTER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,236.30960000000005,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,3,64,6.730000000000001,-DGATHER,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,120.96260000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,3,64,7.7331,-DSCATTER,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,264.0548,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,10,4,6.73,-DGATHER,0.0,1.0,0.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,121.07300000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,10,4,7.7331,-DSCATTER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,235.6458,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,10,11,6.73,-DGATHER,0.0,1.0,0.0,0.0,0.0,0.1,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,119.27599999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,10,11,7.733199999999999,-DSCATTER,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,238.6002,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,10,64,6.730000000000001,-DGATHER,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,122.2748,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,10,64,7.7331,-DSCATTER,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,261.5754,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,48,4,6.730000000000001,-DGATHER,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,123.92839999999998,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,48,4,7.7331,-DSCATTER,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,426.1786000000001,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,48,11,6.73,-DGATHER,0.0,1.0,0.0,3.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,123.4048,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,48,11,7.733,-DSCATTER,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,426.69339999999994,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,48,64,6.730000000000001,-DGATHER,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,133.17040000000003,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,9,48,64,7.733200000000001,-DSCATTER,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,283.8428,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,3,4,6.73,-DGATHER,0.0,1.0,2.0,0.0,0.0,0.1,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,119.16199999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,3,4,7.733,-DSCATTER,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,272.2214,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,3,11,6.730000000000001,-DGATHER,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,122.351,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,3,11,7.7331,-DSCATTER,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,273.63739999999996,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,3,64,6.730000000000001,-DGATHER,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,133.402,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,3,64,7.7331,-DSCATTER,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,277.1372,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,10,4,6.730000000000001,-DGATHER,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,122.2464,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,10,4,7.733,-DSCATTER,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,260.84779999999995,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,10,11,6.730000000000001,-DGATHER,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,124.021,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,10,11,7.733199999999999,-DSCATTER,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,271.7992,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,10,64,6.730000000000001,-DGATHER,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,134.0816,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,10,64,7.733,-DSCATTER,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,292.3438,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,48,4,6.730000000000001,-DGATHER,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,133.0788,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,48,4,7.733399999999999,-DSCATTER,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,292.42900000000003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,0.034
gcc-11, -march=native -mtune=native -Ofast ,5,65536,0,16,32,48,11,6.730000000000001,-DGATHER,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,127.99359999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,0.034
